Games,Cópias vendidas,Hours Played,Número de jogadores,_merge,Popularidade,Temp Med,Jogadores por cópias,index,slug,isMultiplayer
Sins of a Solar Empire Rebellion - Stellar Phenomena DLC,3,0.0,0.0,left_only,0.0156355865950904,,0.0,2181,sins-of-a-solar-empire-rebellion-stellar-phenomena,0.0
Sins of a Solar Empire Rebellion Forbidden Worlds,3,0.0,0.0,left_only,0.0156355865950904,,0.0,Soundrack/Skin/Bonus,0,
Sins of a Solar Empire Rebellion Soundtrack,1,0.0,0.0,left_only,0.0052118621983634,,0.0,Soundrack/Skin/Bonus,0,
Sins of a Solar Empire Trinity,5,69.3,5.0,both,0.0260593109918173,13.86,1.0,2184,sins-of-a-solar-empire-trinity,1.0
"Sir, You Are Being Hunted",5,9.3,4.0,both,0.0260593109918173,2.325,0.8,2185,sir-you-are-being-hunted,0.0
Skara - The Blade Remains,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2186,skara-the-blade-remains,0.0
Skullgirls,12,60.7,10.0,both,0.0625423463803617,6.07,0.8333333333333334,2187,skullgirls,0.0
Skullgirls Endless Beta,11,16.4,2.0,both,0.0573304841819982,8.2,0.1818181818181818,Soundrack/Skin/Bonus,0,
Skulls of the Shogun,3,1.1,1.0,both,0.0156355865950904,1.1,0.3333333333333333,2189,skulls-of-the-shogun,1.0
SkyDrift,2,0.2,1.0,both,0.0104237243967269,0.2,0.5,2190,skydrift,0.0
Skyborn,5,4.8,1.0,both,0.0260593109918173,4.8,0.2,2191,skyborn,0.0
Skyrim High Resolution Texture Pack,35,0.0,0.0,left_only,0.1824151769427216,,0.0,Soundrack/Skin/Bonus,0,
Skyrim Script Extender (SKSE),5,0.0,0.0,left_only,0.0260593109918173,,0.0,Soundrack/Skin/Bonus,0,
Sledgehammer / Gear Grinder,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2194,sledgehammer-slash-gear-grinder,0.0
Sleeping Dogs,17,307.0,13.0,both,0.088601657372179,23.615384615384617,0.7647058823529411,2195,sleeping-dogs,1.0
Sleeping Dogs Definitive Edition,2,3.3,1.0,both,0.0104237243967269,3.3,0.5,2196,sleeping-dogs-definitive-edition,1.0
Slim - Hunter (Medic Class),1,0.0,0.0,left_only,0.0052118621983634,,0.0,Soundrack/Skin/Bonus,0,
Small World 2,2,18.7,2.0,both,0.0104237243967269,9.35,1.0,2198,small-world-2,1.0
Smashball,2,11.0,2.0,both,0.0104237243967269,5.5,1.0,2199,smashball--1,0.0
Smashmuck Champions,2,10.1,2.0,both,0.0104237243967269,5.05,1.0,2200,smashmuck-champions,1.0
Smugglers 5,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2201,smugglers-5-invasion,0.0
Snapshot,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2202,snapshot,0.0
Sniper Elite,2,0.7,1.0,both,0.0104237243967269,0.7,0.5,2203,sniper-elite,1.0
Sniper Elite 3,8,31.1,5.0,both,0.0416948975869078,6.220000000000001,0.625,2204,sniper-elite-iii,1.0
Sniper Elite Nazi Zombie Army,6,32.1,6.0,both,0.0312711731901808,5.3500000000000005,1.0,2205,sniper-elite-nazi-zombie-army,1.0
Sniper Elite Nazi Zombie Army 2,4,13.5,4.0,both,0.0208474487934539,3.375,1.0,2206,sniper-elite-nazi-zombie-army-2,1.0
Sniper Elite V2,39,224.0,25.0,both,0.2032626257361755,8.96,0.6410256410256411,2207,sniper-elite-v2,1.0
Sniper Ghost Warrior,11,187.4,8.0,both,0.0573304841819982,23.425,0.7272727272727273,2208,sniper-ghost-warrior--1,1.0
Sniper Ghost Warrior 2,5,70.3,5.0,both,0.0260593109918173,14.06,1.0,2209,sniper-ghost-warrior-2,1.0
Sniper Ghost Warrior 2 Multiplayer Expansion Pack,5,0.0,0.0,left_only,0.0260593109918173,,0.0,Soundrack/Skin/Bonus,0,
Sniper Ghost Warrior 2 World Hunter Pack,1,0.0,0.0,left_only,0.0052118621983634,,0.0,Soundrack/Skin/Bonus,0,
Soccer Manager 2016,2,4.3,1.0,both,0.0104237243967269,4.3,0.5,2212,soccer-manager-2016,0.0
Sokobond,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2213,sokobond,0.0
Sol Survivor,1,1.0,1.0,both,0.0052118621983634,1.0,1.0,2214,sol-survivor,0.0
SolForge,6,5.6,4.0,both,0.0312711731901808,1.4,0.6666666666666666,2215,solforge,0.0
Solar 2,4,8.2,3.0,both,0.0208474487934539,2.733333333333333,0.75,2216,solar-2,0.0
Solar Flux,2,1.5,2.0,both,0.0104237243967269,0.75,1.0,2217,solar-flux,0.0
Soldier Front 2,7,4.0,2.0,both,0.0364830353885443,2.0,0.2857142857142857,2218,soldier-front-2,1.0
Solstice Arena,3,1.4,1.0,both,0.0156355865950904,1.4,0.3333333333333333,2219,solstice-arena,1.0
Sometimes Success Requires Sacrifice,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2220,sometimes-success-requires-sacrifice,0.0
Sonic & All-Stars Racing Transformed,10,65.3,10.0,both,0.0521186219836347,6.529999999999999,1.0,2221,sonic-all-stars-racing-transformed,0.0
Sonic Adventure 2 ,5,28.0,5.0,both,0.0260593109918173,5.6,1.0,2222,sonic-adventure-2,0.0
Sonic Adventure 2 Battle Mode DLC,3,0.0,0.0,left_only,0.0156355865950904,,0.0,2223,sonic-adventure-2-battle--1,0.0
Sonic Adventure DX,5,2.0,2.0,both,0.0260593109918173,1.0,0.4,2224,sonic-adventure-dx-directors-cut,0.0
Sonic CD,4,0.8,2.0,both,0.0208474487934539,0.4,0.5,2225,sonic-cd,0.0
Sonic Generations,11,76.0,8.0,both,0.0573304841819982,9.5,0.7272727272727273,2226,sonic-generations--1,0.0
Sonic and SEGA All Stars Racing,2,0.2,1.0,both,0.0104237243967269,0.2,0.5,2227,sonic-and-sega-all-stars-racing,0.0
Sorcerer King,2,45.4,2.0,both,0.0104237243967269,22.7,1.0,2228,sorcerer-king,0.0
Soul Gambler,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2229,soul-gambler,0.0
Soundodger+,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2230,soundodger-plus,0.0
Source Filmmaker,6,35.4,6.0,both,0.0312711731901808,5.9,1.0,2231,the-filmmaker-a-text-adventure,0.0
South Park The Stick of Truth,23,273.9,20.0,both,0.1198728305623599,13.695,0.8695652173913043,2232,south-park-the-stick-of-truth,0.0
South Park The Stick of Truth - Super Samurai Spaceman Pack,4,0.0,0.0,left_only,0.0208474487934539,,0.0,2233,south-park-the-stick-of-truth-super-samurai-spaceman-pack,0.0
South Park The Stick of Truth - Ultimate Fellowship Pack,7,0.0,0.0,left_only,0.0364830353885443,,0.0,2234,south-park-the-stick-of-truth-ultimate-fellowship-pack,0.0
Space Channel 5 Part 2,3,0.0,0.0,left_only,0.0156355865950904,,0.0,2235,space-channel-5-part-2,0.0
Space Empires IV Deluxe,1,0.1,1.0,both,0.0052118621983634,0.1,1.0,2236,space-empires-iv-deluxe,0.0
Space Empires V,1,1.9,1.0,both,0.0052118621983634,1.9,1.0,2237,space-empires-v,0.0
Space Engineers,14,393.3,13.0,both,0.0729660707770886,30.253846153846155,0.9285714285714286,2238,space-engineers,1.0
Space Hack,4,0.0,0.0,left_only,0.0208474487934539,,0.0,2239,space-hack,0.0
Space Hulk,1,4.6,1.0,both,0.0052118621983634,4.6,1.0,2240,space-hulk,1.0
Space Pirates and Zombies,9,649.6,8.0,both,0.0469067597852712,81.2,0.8888888888888888,2241,space-pirates-and-zombies,0.0
Space Rangers HD A War Apart,2,6.1,2.0,both,0.0104237243967269,3.05,1.0,2242,space-rangers-hd-a-war-apart,0.0
Space Run,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2243,space-run,0.0
SpaceChem,14,14.8,8.0,both,0.0729660707770886,1.85,0.5714285714285714,2244,spacechem,0.0
Spacebase DF-9,2,1.3,1.0,both,0.0104237243967269,1.3,0.5,2245,spacebase-df-9,0.0
Spark Rising,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2246,spark-rising,1.0
Spartans Vs Zombies Defense,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2247,spartans-vs-zombies-defense,0.0
Spec Ops The Line,10,53.2,7.0,both,0.0521186219836347,7.6,0.7,2248,spec-ops-the-line,1.0
Spectraball,1,1.5,1.0,both,0.0052118621983634,1.5,1.0,2249,spectraball,0.0
Speed Kills,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2250,speed-kills,0.0
SpeedRunners,12,58.400000000000006,12.0,both,0.0625423463803617,4.866666666666667,1.0,2251,speedrunners,0.0
Speedball 2 HD,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2252,speedball-2-hd,0.0
Speedball 2 Tournament,2,3.0,1.0,both,0.0104237243967269,3.0,0.5,2253,speedball-2-tournament,0.0
SpellForce 2 - Faith in Destiny,4,139.3,2.0,both,0.0208474487934539,69.65,0.5,Soundrack/Skin/Bonus,0,
SpellForce 2 Gold Edition,2,1.5,1.0,both,0.0104237243967269,1.5,0.5,2255,spellforce-2-gold-edition,0.0
Spelunky,5,35.6,4.0,both,0.0260593109918173,8.9,0.8,2256,spelunky,0.0
Spelunx,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2257,spelunx-and-the-caves-of-mr-seudo,0.0
Spermination,1,0.5,1.0,both,0.0052118621983634,0.5,1.0,2258,spermination,0.0
Sphere III Enchanted World,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2259,sphere-iii-enchanted-world,0.0
Spintires,5,45.8,4.0,both,0.0260593109918173,11.45,0.8,2260,spintires,0.0
Spiral Knights,21,1857.7,9.0,both,0.1094491061656329,206.41111111111115,0.4285714285714285,2261,spiral-knights,1.0
Spirits,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2262,spirits,0.0
Spooky's House of Jump Scares,8,6.2,4.0,both,0.0416948975869078,1.55,0.5,2263,spookys-jump-scare-mansion,0.0
Spore,7,300.5,7.0,both,0.0364830353885443,42.92857142857143,1.0,2264,spore,0.0
Spore Galactic Adventures,1,1.7,1.0,both,0.0052118621983634,1.7,1.0,2265,spore-galactic-adventures,0.0
Sprite Lamp,1,0.0,0.0,left_only,0.0052118621983634,,0.0,Soundrack/Skin/Bonus,0,
Spriter Pro,1,0.0,0.0,left_only,0.0052118621983634,,0.0,Soundrack/Skin/Bonus,0,
Squad,1,3.3,1.0,both,0.0052118621983634,3.3,1.0,2268,squad,1.0
Squishy the Suicidal Pig,4,6.4,2.0,both,0.0208474487934539,3.2,0.5,2269,squishy-the-suicidal-pig,0.0
Stacking,4,23.8,2.0,both,0.0208474487934539,11.9,0.5,2270,stacking,0.0
Star Chronicles Delta Quadrant,2,0.0,0.0,left_only,0.0104237243967269,,0.0,2271,star-chronicles-delta-quadrant,0.0
Star Conflict,15,35.900000000000006,9.0,both,0.0781779329754521,3.98888888888889,0.6,2272,star-conflict,1.0
Star Crusade CCG,1,1.2,1.0,both,0.0052118621983634,1.2,1.0,2273,star-crusade-ccg,0.0
Star Ruler 2,1,9.4,1.0,both,0.0052118621983634,9.4,1.0,2274,star-ruler-2,0.0
Star Trek,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2275,star-trek--2,0.0
Star Trek D-A-C,1,0.1,1.0,both,0.0052118621983634,0.1,1.0,2276,star-trek-d-a-c,1.0
Star Trek Online,14,468.5,10.0,both,0.0729660707770886,46.85,0.7142857142857143,2277,star-trek-online,1.0
Star Wars - Battlefront II,17,106.2,14.0,both,0.088601657372179,7.585714285714286,0.8235294117647058,2278,star-wars-battlefront-ii--1,1.0
Star Wars - Jedi Knight II Jedi Outcast,7,0.6000000000000001,2.0,both,0.0364830353885443,0.3,0.2857142857142857,2279,star-wars-jedi-knight-ii-jedi-outcast,1.0
Star Wars - Jedi Knight Mysteries of the Sith,4,0.0,0.0,left_only,0.0208474487934539,,0.0,2280,star-wars-jedi-knight-mysteries-of-the-sith,1.0
Star Wars Dark Forces,7,0.6000000000000001,2.0,both,0.0364830353885443,0.3,0.2857142857142857,2281,star-wars-dark-forces,1.0
Star Wars Empire at War Gold,10,38.5,9.0,both,0.0521186219836347,4.277777777777778,0.9,2282,star-wars-empire-at-war-gold-pack,0.0
Star Wars Jedi Knight Dark Forces II,4,0.0,0.0,left_only,0.0208474487934539,,0.0,2283,star-wars-jedi-knight-dark-forces-ii,1.0
Star Wars Jedi Knight Jedi Academy,11,21.3,6.0,both,0.0573304841819982,3.5500000000000003,0.5454545454545454,2284,star-wars-jedi-knight-jedi-academy,1.0
Star Wars Knights of the Old Republic,25,254.6,19.0,both,0.1302965549590868,13.4,0.76,2285,star-wars-knights-of-the-old-republic,0.0
Star Wars Republic Commando,6,0.6,3.0,both,0.0312711731901808,0.1999999999999999,0.5,2286,star-wars-republic-commando,1.0
Star Wars Starfighter,3,0.3,1.0,both,0.0156355865950904,0.3,0.3333333333333333,2287,star-wars-starfighter,1.0
Star Wars The Clone Wars Republic Heroes,3,0.7,1.0,both,0.0156355865950904,0.7,0.3333333333333333,2288,star-wars-the-old-republic-galactic-starfighter,1.0
Star Wars The Force Unleashed II,6,9.0,1.0,both,0.0312711731901808,9.0,0.1666666666666666,2289,star-wars-the-force-unleashed-ii,0.0
Star Wars The Force Unleashed Ultimate Sith Edition,9,21.6,8.0,both,0.0469067597852712,2.7,0.8888888888888888,2290,star-wars-the-force-unleashed-ultimate-sith-edition,0.0
StarDrive,1,49.0,1.0,both,0.0052118621983634,49.0,1.0,2291,stardrive--1,0.0
StarDrive 2,3,113.0,3.0,both,0.0156355865950904,37.66666666666666,1.0,2292,stardrive-2,0.0
StarForge,5,82.1,5.0,both,0.0260593109918173,16.419999999999998,1.0,2293,starforge--1,0.0
StarMade,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2294,starmade,1.0
Starbound,22,638.8,22.0,both,0.1146609683639964,29.036363636363635,1.0,2295,starbound,0.0
Starbound - Unstable,22,3.8,1.0,both,0.1146609683639964,3.8,0.0454545454545454,Soundrack/Skin/Bonus,0,
Starpoint Gemini,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2297,starpoint-gemini,0.0
Starpoint Gemini 2,4,6.1,4.0,both,0.0208474487934539,1.525,1.0,2298,starpoint-gemini-2,0.0
Starseed Pilgrim,4,0.0,0.0,left_only,0.0208474487934539,,0.0,2299,starseed-pilgrim,0.0
Startopia,2,0.0,0.0,left_only,0.0104237243967269,,0.0,2300,startopia,0.0
State of Decay,9,51.3,7.0,both,0.0469067597852712,7.328571428571429,0.7777777777777778,2301,state-of-decay,1.0
State of Decay - Breakdown,4,0.0,0.0,left_only,0.0208474487934539,,0.0,2302,state-of-decay-breakdown,1.0
State of Decay - Lifeline,3,0.0,0.0,left_only,0.0156355865950904,,0.0,2303,state-of-decay-lifeline,0.0
Stealth Bastard Deluxe,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2304,stealth-bastard-deluxe,0.0
Stealth Inc 2,5,0.6,1.0,both,0.0260593109918173,0.6,0.2,2305,stealth-inc-2-a-game-of-clones,0.0
Steam Marines,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2306,steam-marines,0.0
SteamWorld Dig,6,12.3,4.0,both,0.0312711731901808,3.075,0.6666666666666666,2307,steamworld-dig,0.0
Steel & Steam Episode 1,2,0.0,0.0,left_only,0.0104237243967269,,0.0,2308,steel-and-steam-episode-1,0.0
Steel Ocean,2,0.1,1.0,both,0.0104237243967269,0.1,0.5,2309,steel-ocean,0.0
Steel Storm Burning Retribution,4,0.3,1.0,both,0.0208474487934539,0.3,0.25,2310,steel-storm-burning-retribution,1.0
Stellar 2D,2,2.4,1.0,both,0.0104237243967269,2.4,0.5,2311,stellar-2d,0.0
Stick It To The Man!,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2312,stick-it-to-the-man,0.0
Still Life,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2313,still-life,0.0
Stonerid,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2314,stonerid,0.0
Storm in a Teacup,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2315,storm-in-a-teacup,0.0
Stranded,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2316,stranded--1,0.0
Stranded Deep,1,0.6,1.0,both,0.0052118621983634,0.6,1.0,2317,stranded-deep,0.0
Stranded In Time,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2318,stranded-in-time,0.0
Street Fighter IV,2,23.5,2.0,both,0.0104237243967269,11.75,1.0,2319,street-fighter-iv,0.0
Street Racing Syndicate,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2320,street-racing-syndicate,0.0
Strider,4,1.2,1.0,both,0.0208474487934539,1.2,0.25,2321,strider--1,0.0
Strife,17,26.5,5.0,both,0.088601657372179,5.3,0.2941176470588235,2322,strife,1.0
Strike Suit Zero,5,4.8,5.0,both,0.0260593109918173,0.96,1.0,2323,strike-suit-zero,1.0
Strike Suit Zero Director's Cut,1,0.3,1.0,both,0.0052118621983634,0.3,1.0,2324,strike-suit-zero-directors-cut,1.0
Strike Vector,4,3.2,4.0,both,0.0208474487934539,0.7999999999999999,1.0,2325,strike-vector,1.0
Strong Bad Episode 1 Homestar Ruiner,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2326,strong-bads-cool-game-for-attractive-people-episode-1-homestar-ruiner--1,0.0
Strong Bad Episode 2 Strong Badia the Free,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2327,strong-bads-cool-game-for-attractive-people-episode-2-strong-badia-the-free--1,0.0
Strong Bad Episode 3 Baddest of the Bands,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2328,strong-bads-cool-game-for-attractive-people-episode-3-baddest-of-the-bands--1,0.0
Strong Bad Episode 4 Dangeresque 3,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2329,strong-bads-cool-game-for-attractive-people-episode-4-dangeresque-3-the-criminal-projective,0.0
Strong Bad Episode 5 8-Bit Is Enough,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2330,strong-bads-cool-game-for-attractive-people-episode-5-8-bit-is-enough--1,0.0
Stronghold 2,4,2.2,2.0,both,0.0208474487934539,1.1,0.5,2331,stronghold-2,0.0
Stronghold 3,8,77.0,7.0,both,0.0416948975869078,11.0,0.875,2332,stronghold-3,1.0
Stronghold Crusader 2,1,2.8,1.0,both,0.0052118621983634,2.8,1.0,2333,stronghold-crusader-ii,1.0
Stronghold Crusader Extreme HD,7,7.7,1.0,both,0.0364830353885443,7.7,0.1428571428571428,2334,stronghold-crusader-extreme-hd,0.0
Stronghold Crusader HD,7,15.5,5.0,both,0.0364830353885443,3.1,0.7142857142857143,2335,stronghold-crusader-hd,0.0
Stronghold HD,13,12.2,5.0,both,0.0677542085787251,2.44,0.3846153846153846,2336,stronghold-hd,0.0
Stronghold Kingdoms,13,1049.3,7.0,both,0.0677542085787251,149.9,0.5384615384615384,2337,stronghold-kingdoms,1.0
Stronghold Legends,4,0.0,0.0,left_only,0.0208474487934539,,0.0,2338,stronghold-legends,0.0
Styx Master of Shadows,3,0.8,2.0,both,0.0156355865950904,0.4,0.6666666666666666,2339,styx-master-of-shadows,0.0
Subnautica,2,37.0,2.0,both,0.0104237243967269,18.5,1.0,2340,subnautica,0.0
Subspace Continuum,1,0.2,1.0,both,0.0052118621983634,0.2,1.0,2341,subspace-continuum,1.0
Sun Blast,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2342,sun-blast,0.0
Sunless Sea,4,22.6,4.0,both,0.0208474487934539,5.65,1.0,2343,sunless-sea,0.0
Sunny - Hunter (Support Class),1,0.0,0.0,left_only,0.0052118621983634,,0.0,Soundrack/Skin/Bonus,0,
Sunrider Mask of Arcadius,3,6.1,1.0,both,0.0156355865950904,6.1,0.3333333333333333,2345,sunrider-mask-of-arcadius,0.0
Super Amazing Wagon Adventure,1,4.4,1.0,both,0.0052118621983634,4.4,1.0,2346,super-amazing-wagon-adventure,1.0
Super Chibi Knight,1,3.3,1.0,both,0.0052118621983634,3.3,1.0,2347,super-chibi-knight,0.0
Super Crate Box,9,5.3,4.0,both,0.0469067597852712,1.325,0.4444444444444444,2348,super-crate-box,1.0
Super Hexagon,7,43.3,4.0,both,0.0364830353885443,10.825,0.5714285714285714,2349,super-hexagon,0.0
Super House of Dead Ninjas,1,1.5,1.0,both,0.0052118621983634,1.5,1.0,2350,super-house-of-dead-ninjas,0.0
Super Killer Hornet Resurrection,4,6.800000000000001,2.0,both,0.0208474487934539,3.4000000000000004,0.5,2351,super-killer-hornet-resurrection,0.0
Super Meat Boy,28,147.9,21.0,both,0.1459321415541773,7.042857142857143,0.75,2352,super-meat-boy,0.0
Super Monday Night Combat,9,22.2,2.0,both,0.0469067597852712,11.1,0.2222222222222222,2353,super-monday-night-combat,1.0
Super Puzzle Platformer Deluxe,2,5.9,1.0,both,0.0104237243967269,5.9,0.5,2354,super-puzzle-platformer-deluxe,0.0
Super Splatters,1,0.9,1.0,both,0.0052118621983634,0.9,1.0,2355,super-splatters,0.0
Super Time Force Ultra,1,0.3,1.0,both,0.0052118621983634,0.3,1.0,2356,super-time-force-ultra,1.0
Superbrothers Sword & Sworcery EP,10,7.8,6.0,both,0.0521186219836347,1.3,0.6,2357,superbrothers-sword-sworcery-ep,0.0
Superfrog HD,2,1.1,1.0,both,0.0104237243967269,1.1,0.5,2358,superfrog-hd,0.0
Supreme Commander,7,106.0,1.0,both,0.0364830353885443,106.0,0.1428571428571428,2359,supreme-commander,0.0
Supreme Commander 2,10,370.8,6.0,both,0.0521186219836347,61.8,0.6,2360,supreme-commander-2,1.0
Supreme Commander 2 - Infinite War Battle Pack One,3,0.0,0.0,left_only,0.0156355865950904,,0.0,2361,supreme-commander-2-infinite-war-battle-pack,0.0
Supreme Commander Forged Alliance,6,803.0,3.0,both,0.0312711731901808,267.6666666666667,0.5,2362,supreme-commander-forged-alliance,0.0
Supreme Ruler Ultimate,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2363,supreme-ruler-ultimate,0.0
Surgeon Simulator,14,28.1,11.0,both,0.0729660707770886,2.5545454545454542,0.7857142857142857,2364,surgeon-simulator-2013,0.0
Survarium,21,46.3,13.0,both,0.1094491061656329,3.5615384615384618,0.6190476190476191,2365,survarium,1.0
Survival Postapocalypse Now,1,22.0,1.0,both,0.0052118621983634,22.0,1.0,2366,survival-postapocalypse-now,0.0
Survivalist,2,0.0,0.0,left_only,0.0104237243967269,,0.0,2367,survivalist,0.0
Sweet Lily Dreams,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2368,sweet-lily-dreams,0.0
Swipecart,1,1.0,1.0,both,0.0052118621983634,1.0,1.0,2369,swipecart,0.0
Sword of the Stars Complete Collection,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2370,sword-of-the-stars-complete-collection,0.0
Sword of the Stars II Enhanced Edition,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2371,sword-of-the-stars-ii-enhanced-edition,0.0
Sword of the Stars The Pit,2,5.4,1.0,both,0.0104237243967269,5.4,0.5,2372,sword-of-the-stars-the-pit,0.0
Sword of the Stars The Pit - Mind Games,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2373,sword-of-the-stars-the-pit-mind-games,0.0
Sword of the Stars The Pit Gold DLC,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2374,sword-of-the-stars-the-pit-gold-edition,0.0
Swords and Soldiers HD,1,0.3,1.0,both,0.0052118621983634,0.3,1.0,2375,swords-and-soldiers--1,0.0
Syberia,3,4.4,2.0,both,0.0156355865950904,2.2,0.6666666666666666,2376,syberia,0.0
Syberia 2,3,0.0,0.0,left_only,0.0156355865950904,,0.0,2377,syberia-ii,0.0
Syder Arcade,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2378,syder-arcade,1.0
Symphony,4,7.3,2.0,both,0.0208474487934539,3.65,0.5,2379,symphony,0.0
Synergy,5,36.7,5.0,both,0.0260593109918173,7.340000000000001,1.0,2380,synergy,1.0
System Shock 2,8,21.1,3.0,both,0.0416948975869078,7.033333333333334,0.375,2381,system-shock-2,1.0
TDP4Team Battle,2,0.5,2.0,both,0.0104237243967269,0.25,1.0,2382,tdp4-team-battle,0.0
TDP5 Arena 3D,1,0.3,1.0,both,0.0052118621983634,0.3,1.0,2383,tdp5-arena-3d,0.0
TERA,28,126.3,14.0,both,0.1459321415541773,9.02142857142857,0.5,2384,tera,1.0
THE KING OF FIGHTERS XIII STEAM EDITION,6,10.9,4.0,both,0.0312711731901808,2.725,0.6666666666666666,2385,the-king-of-fighters-xiii-steam-edition,0.0
TOME Immortal Arena,3,0.3,1.0,both,0.0156355865950904,0.3,0.3333333333333333,2386,tome-immortal-arena,0.0
TRAUMA,3,1.8,1.0,both,0.0156355865950904,1.8,0.3333333333333333,Soundrack/Skin/Bonus,0,
TRI Of Friendship and Madness,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2388,tri-of-friendship-and-madness,0.0
TUG,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2389,tug,1.0
Tabletop Simulator,3,23.0,3.0,both,0.0156355865950904,7.666666666666667,1.0,2390,tabletop-simulator,0.0
Tactical Intervention,28,56.3,15.0,both,0.1459321415541773,3.753333333333333,0.5357142857142857,2391,tactical-intervention,1.0
Take On Helicopters,2,44.0,1.0,both,0.0104237243967269,44.0,0.5,2392,take-on-helicopters,0.0
Take On Mars,1,0.6,1.0,both,0.0052118621983634,0.6,1.0,2393,take-on-mars,0.0
Takedown Red Sabre,3,5.699999999999999,2.0,both,0.0156355865950904,2.85,0.6666666666666666,2394,takedown-red-sabre,1.0
Tales from Space Mutant Blobs Attack,2,0.2,1.0,both,0.0104237243967269,0.2,0.5,2395,tales-from-space-mutant-blobs-attack,0.0
Tales from the Borderlands,3,11.5,2.0,both,0.0156355865950904,5.75,0.6666666666666666,2396,tales-from-the-borderlands,0.0
Tales of Maj'Eyal,1,3.3,1.0,both,0.0052118621983634,3.3,1.0,2397,tales-of-majeyal,0.0
Tales of Maj'Eyal - Ashes of Urh'Rok,1,0.0,0.0,left_only,0.0052118621983634,,0.0,2398,tales-of-majeyal-ashes-of-urhrok,0.0
Tales of Monkey Island Chapter 1 - Launch of the Screaming Narwhal,2,12.0,2.0,both,0.0104237243967269,6.0,1.0,2399,tales-of-monkey-island-chapter-1-launch-of-the-screaming-narwhal,0.0
Tales of Monkey Island Chapter 2 - The Siege of Spinner Cay ,2,7.0,1.0,both,0.0104237243967269,7.0,0.5,2400,tales-of-monkey-island-chapter-2-the-siege-of-spinner-cay,0.0
Tales of Monkey Island Chapter 3 - Lair of the Leviathan ,2,6.7,1.0,both,0.0104237243967269,6.7,0.5,2401,tales-of-monkey-island-chapter-3-lair-of-the-leviathan,0.0
Tales of Monkey Island Chapter 4 - The Trial and Execution of Guybrush Threepwood ,2,4.4,1.0,both,0.0104237243967269,4.4,0.5,2402,tales-of-monkey-island-chapter-4-the-trial-and-execution-of-guybrush-threepwood,0.0
Tales of Monkey Island Chapter 5 - Rise of the Pirate God,2,3.2,1.0,both,0.0104237243967269,3.2,0.5,2403,tales-of-monkey-island-chapter-5-rise-of-the-pirate-god,0.0
Tales of Zestiria,1,28.0,1.0,both,0.0052118621983634,28.0,1.0,2404,tales-of-zestiria,0.0
Talisman Digital Edition,2,3.9,2.0,both,0.0104237243967269,1.95,1.0,2405,talisman-digital-edition,0.0
Talisman Prologue,3,3.2,2.0,both,0.0156355865950904,1.6,0.6666666666666666,2406,talisman-prologue,0.0
Talismania Deluxe,1,1.9,1.0,both,0.0052118621983634,1.9,1.0,2407,talismania-deluxe,0.0
Tap Tap Infinity,4,8.1,3.0,both,0.0208474487934539,2.7,0.75,2408,tap-tap-infinity,0.0
