Games,Cópias vendidas,Hours Played,Número de jogadores,_merge,Popularidade,Temp Med,Jogadores por cópias,index,slug,isMultiplayer
Cubetractor,1,0.0,0.0,left_only,0.0052118621983634,,0.0,559,cubetractor,0.0
Cubic Castles,6,8.8,3.0,both,0.0312711731901808,2.9333333333333336,0.5,560,cubic-castles,0.0
Cult of the Wind,1,0.0,0.0,left_only,0.0052118621983634,,0.0,561,cult-of-the-wind,1.0
Curse The Eye of Isis,1,0.2,1.0,both,0.0052118621983634,0.2,1.0,562,curse-the-eye-of-isis,0.0
Curse of Mermos,3,0.3,1.0,both,0.0156355865950904,0.3,0.3333333333333333,563,curse-of-mermos,0.0
D.I.P.R.I.P. Warm Up,2,1.4,2.0,both,0.0104237243967269,0.7,1.0,564,diprip-warm-up,0.0
DARK,1,0.0,0.0,left_only,0.0052118621983634,,0.0,565,dark--1,0.0
DARK SOULS II,13,1268.2,13.0,both,0.0677542085787251,97.55384615384617,1.0,566,dark-souls-ii,0.0
DARK SOULS II - Season Pass,6,0.0,0.0,left_only,0.0312711731901808,,0.0,Soundrack/Skin/Bonus,0,
DARK SOULS II Crown of the Old Iron King,9,0.0,0.0,left_only,0.0469067597852712,,0.0,568,dark-souls-ii-crown-of-the-old-iron-king,0.0
DARK SOULS II Scholar of the First Sin,11,252.1,9.0,both,0.0573304841819982,28.01111111111111,0.8181818181818182,569,dark-souls-ii-scholar-of-the-first-sin,0.0
DC Universe Online,28,2554.7,28.0,both,0.1459321415541773,91.23928571428571,1.0,570,dc-universe-online,1.0
DCS World,8,0.6,2.0,both,0.0416948975869078,0.3,0.25,571,dcs-world,1.0
DEFCON,11,8.9,7.0,both,0.0573304841819982,1.2714285714285716,0.6363636363636364,572,defcon,0.0
DETOUR,3,2.4,1.0,both,0.0156355865950904,2.4,0.3333333333333333,573,detours,0.0
DLC Quest,9,41.4,9.0,both,0.0469067597852712,4.6,1.0,574,dlc-quest,0.0
DOOM 3,3,0.4,1.0,both,0.0156355865950904,0.4,0.3333333333333333,575,doom-3,1.0
DOOM 3 BFG Edition,4,6.9,4.0,both,0.0208474487934539,1.725,1.0,576,doom-3-bfg-edition,1.0
DOOM 3 Resurrection of Evil,3,0.0,0.0,left_only,0.0156355865950904,,0.0,577,doom-3-resurrection-of-evil,1.0
DOOM II Hell on Earth,3,0.4,1.0,both,0.0156355865950904,0.4,0.3333333333333333,578,doom-ii-hell-on-earth,1.0
DRAGON BALL XENOVERSE,9,139.2,8.0,both,0.0469067597852712,17.4,0.8888888888888888,579,dragon-ball-xenoverse,0.0
DRAKERZ-Confrontation,1,0.0,0.0,left_only,0.0052118621983634,,0.0,580,drakerz-confrontation--1,0.0
DUNGEONS - Steam Special Edition,2,1.9,2.0,both,0.0104237243967269,0.95,1.0,581,dungeons-steam-special-edition,0.0
DUNGEONS - The Dark Lord (Steam Special Edition),3,0.0,0.0,left_only,0.0156355865950904,,0.0,582,dungeons-the-dark-lord-steam-special-edition,0.0
DYNASTY WARRIORS 8 Xtreme Legends Complete Edition,2,10.1,1.0,both,0.0104237243967269,10.1,0.5,583,dynasty-warriors-8-xtreme-legends-complete-edition,0.0
Daikatana,3,0.0,0.0,left_only,0.0156355865950904,,0.0,584,daikatana--1,0.0
Damned,1,0.0,0.0,left_only,0.0052118621983634,,0.0,585,damned,0.0
Dark Arcana The Carnival,1,0.7,1.0,both,0.0052118621983634,0.7,1.0,586,dark-arcana-the-carnival,0.0
Dark Forester,1,0.0,0.0,left_only,0.0052118621983634,,0.0,587,dark-forester,0.0
Dark Messiah of Might & Magic Multi-Player,6,22.3,2.0,both,0.0312711731901808,11.15,0.3333333333333333,588,dark-messiah-of-might-and-magic,0.0
Dark Messiah of Might & Magic Single Player,6,52.2,3.0,both,0.0312711731901808,17.400000000000002,0.5,Soundrack/Skin/Bonus,0,
Dark Souls Prepare to Die Edition,21,482.7,20.0,both,0.1094491061656329,24.135,0.9523809523809524,590,dark-souls-prepare-to-die-edition,0.0
Dark Void,1,0.0,0.0,left_only,0.0052118621983634,,0.0,591,dark-void,1.0
Dark Void Zero,1,0.0,0.0,left_only,0.0052118621983634,,0.0,592,dark-void-zero,1.0
DarkStar One,1,0.8,1.0,both,0.0052118621983634,0.8,1.0,593,darkstar-one,0.0
Darkest Dungeon,6,34.1,5.0,both,0.0312711731901808,6.82,0.8333333333333334,594,darkest-dungeon,0.0
Darkest Hour A Hearts of Iron Game,1,0.4,1.0,both,0.0052118621983634,0.4,1.0,595,darkest-hour-a-hearts-of-iron-game,1.0
Darkest Hour Europe '44-'45,6,3.8,1.0,both,0.0312711731901808,3.8,0.1666666666666666,596,darkest-hour-europe-44-45,1.0
Darkout,1,0.0,0.0,left_only,0.0052118621983634,,0.0,597,darkout,0.0
Darksiders,26,202.3,19.0,both,0.1355084171574503,10.647368421052631,0.7307692307692307,598,darksiders,0.0
Darksiders II,23,248.2,14.0,both,0.1198728305623599,17.728571428571428,0.6086956521739131,599,darksiders-ii,0.0
Darksiders II Deathinitive Edition,6,0.7,1.0,both,0.0312711731901808,0.7,0.1666666666666666,600,darksiders-ii-deathinitive-edition,0.0
Darksiders II Soundtrack,6,0.0,0.0,left_only,0.0312711731901808,,0.0,Soundrack/Skin/Bonus,0,
Darksiders Soundtrack,6,0.0,0.0,left_only,0.0312711731901808,,0.0,Soundrack/Skin/Bonus,0,
Darkspore,1,0.0,0.0,left_only,0.0052118621983634,,0.0,603,darkspore,0.0
Darkwind War on Wheels,1,0.2,1.0,both,0.0052118621983634,0.2,1.0,604,darkwind-war-on-wheels,0.0
Darwinia,9,17.6,5.0,both,0.0469067597852712,3.5200000000000005,0.5555555555555556,605,darwinia,0.0
Day of Defeat,74,130.79999999999998,10.0,both,0.3856778026788972,13.079999999999998,0.1351351351351351,606,day-of-defeat,1.0
Day of Defeat Source,67,1503.8000000000002,26.0,both,0.3491947672903528,57.83846153846154,0.3880597014925373,607,day-of-defeat-source,1.0
DayZ,37,4515.9,36.0,both,0.1928389013394486,125.44166666666666,0.972972972972973,608,dayz,1.0
Dead Bits,7,14.6,5.0,both,0.0364830353885443,2.92,0.7142857142857143,609,dead-bits,1.0
Dead Bits (Soundtrack),1,0.0,0.0,left_only,0.0052118621983634,,0.0,Soundrack/Skin/Bonus,0,
Dead Effect,1,0.3,1.0,both,0.0052118621983634,0.3,1.0,611,dead-effect,1.0
Dead Horde,2,1.8,1.0,both,0.0104237243967269,1.8,0.5,612,dead-horde,1.0
Dead Island,43,290.7,37.0,both,0.2241100745296294,7.856756756756757,0.8604651162790697,613,dead-island,1.0
Dead Island Epidemic,58,43.6,20.0,both,0.3022880075050815,2.18,0.3448275862068966,614,dead-island-epidemic,1.0
Dead Island Riptide,14,80.7,5.0,both,0.0729660707770886,16.14,0.3571428571428571,615,dead-island-riptide,1.0
Dead Pixels,2,1.9,2.0,both,0.0104237243967269,0.95,1.0,616,dead-pixels,1.0
Dead Rising 2,6,9.0,5.0,both,0.0312711731901808,1.8,0.8333333333333334,617,dead-rising-2,1.0
Dead Rising 2 Off the Record,5,4.9,1.0,both,0.0260593109918173,4.9,0.2,618,dead-rising-2-off-the-record,0.0
Dead Rising 3,3,42.6,3.0,both,0.0156355865950904,14.2,1.0,619,dead-rising-3,1.0
Dead Rising 3 DLC1,3,0.0,0.0,left_only,0.0156355865950904,,0.0,Soundrack/Skin/Bonus,0,
Dead Rising 3 DLC2,3,0.0,0.0,left_only,0.0156355865950904,,0.0,Soundrack/Skin/Bonus,0,
Dead Rising 3 DLC3,3,0.0,0.0,left_only,0.0156355865950904,,0.0,Soundrack/Skin/Bonus,0,
Dead Rising 3 DLC4,3,0.0,0.0,left_only,0.0156355865950904,,0.0,Soundrack/Skin/Bonus,0,
Dead Space,24,30.9,12.0,both,0.1250846927607234,2.575,0.5,624,dead-space--1,1.0
Dead Space 2,14,20.1,4.0,both,0.0729660707770886,5.025,0.2857142857142857,625,dead-space-2,1.0
DeadCore,2,5.1,1.0,both,0.0104237243967269,5.1,0.5,626,deadcore,1.0
Deadbreed,4,1.7,2.0,both,0.0208474487934539,0.85,0.5,627,deadbreed,1.0
Deadbreed  Undertaker Beta Pack,1,0.0,0.0,left_only,0.0052118621983634,,0.0,Soundrack/Skin/Bonus,0,
Deadlight,12,4.2,4.0,both,0.0625423463803617,1.05,0.3333333333333333,629,deadlight,0.0
Deadlight Original Soundtrack,6,0.0,0.0,left_only,0.0312711731901808,,0.0,Soundrack/Skin/Bonus,0,
Deadly Premonition The Director's Cut,1,0.0,0.0,left_only,0.0052118621983634,,0.0,631,deadly-premonition-directors-cut,1.0
Deadly Profits,1,0.0,0.0,left_only,0.0052118621983634,,0.0,632,deadly-profits,0.0
Deadly Sin 2,1,0.0,0.0,left_only,0.0052118621983634,,0.0,633,deadly-sin-2,0.0
Deadpool,2,34.8,2.0,both,0.0104237243967269,17.4,1.0,634,deadpool--1,0.0
Dear Esther,13,4.1,7.0,both,0.0677542085787251,0.5857142857142856,0.5384615384615384,635,dear-esther,0.0
Death Skid Marks,1,0.3,1.0,both,0.0052118621983634,0.3,1.0,636,death-skid-marks,0.0
Death to Spies Moment of Truth,1,0.0,0.0,left_only,0.0052118621983634,,0.0,637,death-to-spies-moment-of-truth,1.0
DeathSpank,2,10.9,1.0,both,0.0104237243967269,10.9,0.5,638,deathspank,0.0
DeathSpank Thongs Of Virtue,1,0.0,0.0,left_only,0.0052118621983634,,0.0,639,deathspank-thongs-of-virtue,0.0
Deathmatch Classic,73,2.5,4.0,both,0.3804659404805337,0.625,0.0547945205479452,640,deathmatch-classic,1.0
Deep Dungeons of Doom,1,0.0,0.0,left_only,0.0052118621983634,,0.0,641,deep-dungeons-of-doom,0.0
Deep Under the Sky,1,0.0,0.0,left_only,0.0052118621983634,,0.0,642,deep-under-the-sky,0.0
Deepworld,3,0.2,1.0,both,0.0156355865950904,0.2,0.3333333333333333,643,deepworld,0.0
Defender's Quest Valley of the Forgotten,2,12.1,2.0,both,0.0104237243967269,6.05,1.0,644,defenders-quest-valley-of-the-forgotten,0.0
Defense Grid 2,5,44.8,3.0,both,0.0260593109918173,14.933333333333332,0.6,645,defense-grid-2,0.0
Defense Grid 2 A Matter of Endurance,4,4.6,2.0,both,0.0208474487934539,2.3,0.5,Soundrack/Skin/Bonus,0,
Defense Grid Containment DLC,3,0.0,0.0,left_only,0.0156355865950904,,0.0,647,defense-grid-containment-dlc,0.0
Defense Grid Resurgence Map Pack 1,4,0.0,0.0,left_only,0.0208474487934539,,0.0,648,defense-grid-resurgence-map-pack-1,0.0
Defense Grid Resurgence Map Pack 2 ,4,0.0,0.0,left_only,0.0208474487934539,,0.0,649,defense-grid-resurgence-map-pack-2,0.0
Defense Grid Resurgence Map Pack 3,4,0.0,0.0,left_only,0.0208474487934539,,0.0,Soundrack/Skin/Bonus,0,
Defense Grid Resurgence Map Pack 4,4,0.0,0.0,left_only,0.0208474487934539,,0.0,651,defense-grid-resurgence-map-pack-4,0.0
Defense Grid The Awakening,8,132.3,8.0,both,0.0416948975869078,16.5375,1.0,652,defense-grid-the-awakening,0.0
Defiance,28,69.3,11.0,both,0.1459321415541773,6.3,0.3928571428571428,653,defiance,1.0
Defy Gravity,8,5.2,5.0,both,0.0416948975869078,1.04,0.625,654,defy-gravity,1.0
Delver,3,1.4,2.0,both,0.0156355865950904,0.7,0.6666666666666666,655,delver,1.0
Demigod,2,0.9,1.0,both,0.0104237243967269,0.9,0.5,656,demigod,1.0
Democracy 2,2,0.0,0.0,left_only,0.0104237243967269,,0.0,657,democracy-2,0.0
Democracy 3,4,21.0,3.0,both,0.0208474487934539,7.0,0.75,658,democracy-3,0.0
Democracy 3 Clones and Drones,2,0.0,0.0,left_only,0.0104237243967269,,0.0,659,democracy-3-clones-and-drones,0.0
Democracy 3 Extremism,1,0.0,0.0,left_only,0.0052118621983634,,0.0,660,democracy-3-extremism,0.0
Democracy 3 Extremism Linux,1,0.0,0.0,left_only,0.0052118621983634,,0.0,Soundrack/Skin/Bonus,0,
Democracy 3 Extremism Mac,1,0.0,0.0,left_only,0.0052118621983634,,0.0,Soundrack/Skin/Bonus,0,
Democracy 3 Social Engineering,1,0.0,0.0,left_only,0.0052118621983634,,0.0,663,democracy-3-social-engineering,0.0
Democracy 3 Social Engineering Linux,1,0.0,0.0,left_only,0.0052118621983634,,0.0,Soundrack/Skin/Bonus,0,
Democracy 3 Social Engineering Mac,1,0.0,0.0,left_only,0.0052118621983634,,0.0,Soundrack/Skin/Bonus,0,
"Demolition, Inc.",1,0.0,0.0,left_only,0.0052118621983634,,0.0,666,demolition-inc,0.0
Demon Hunter Chronicles from Beyond,1,3.7,1.0,both,0.0052118621983634,3.7,1.0,667,demon-hunter-chronicles-from-beyond,0.0
Deponia,7,24.9,5.0,both,0.0364830353885443,4.98,0.7142857142857143,668,deponia,0.0
Deponia The Complete Journey,2,12.7,2.0,both,0.0104237243967269,6.3500000000000005,1.0,669,deponia-the-complete-journey,0.0
Depression Quest,1,0.3,1.0,both,0.0052118621983634,0.3,1.0,670,depression-quest,0.0
Depth,4,71.8,3.0,both,0.0208474487934539,23.933333333333334,0.75,671,depth,1.0
Depth - S.T.E.V.E. Pack,1,0.0,0.0,left_only,0.0052118621983634,,0.0,Soundrack/Skin/Bonus,0,
Depth Hunter 2 Deep Dive,1,0.0,0.0,left_only,0.0052118621983634,,0.0,Soundrack/Skin/Bonus,0,
Depths of Peril,1,0.2,1.0,both,0.0052118621983634,0.2,1.0,674,depths-of-peril,0.0
Descent,1,15.4,1.0,both,0.0052118621983634,15.4,1.0,675,descent--4,0.0
Desperados - Wanted Dead or Alive,1,11.0,1.0,both,0.0052118621983634,11.0,1.0,676,desperados-wanted-dead-or-alive,0.0
Destination Sol,2,0.0,0.0,left_only,0.0104237243967269,,0.0,677,destination-sol,0.0
Destiny Warriors,1,0.0,0.0,left_only,0.0052118621983634,,0.0,678,destiny-warriors,0.0
Dethroned!,2,0.3,1.0,both,0.0104237243967269,0.3,0.5,679,dethroned,0.0
Deus Ex Game of the Year Edition,12,34.7,7.0,both,0.0625423463803617,4.957142857142857,0.5833333333333334,680,deus-ex-game-of-the-year-edition,1.0
Deus Ex Human Revolution,28,603.8,26.0,both,0.1459321415541773,23.22307692307692,0.9285714285714286,681,deus-ex-human-revolution,1.0
Deus Ex Human Revolution - Director's Cut,15,103.7,9.0,both,0.0781779329754521,11.522222222222222,0.6,682,deus-ex-human-revolution-directors-cut,1.0
Deus Ex Human Revolution - The Missing Link,7,6.4,2.0,both,0.0364830353885443,3.2,0.2857142857142857,683,deus-ex-human-revolution-the-missing-link,1.0
Deus Ex Invisible War,7,3.0,1.0,both,0.0364830353885443,3.0,0.1428571428571428,684,deus-ex-invisible-war,1.0
Deus Ex Revision,1,0.0,0.0,left_only,0.0052118621983634,,0.0,685,deus-ex-revision,0.0
Deus Ex The Fall,5,1.5,1.0,both,0.0260593109918173,1.5,0.2,686,deus-ex-the-fall,1.0
Devil May Cry 3 Special Edition,1,10.5,1.0,both,0.0052118621983634,10.5,1.0,Soundrack/Skin/Bonus,0,
Devil May Cry 4,6,27.0,3.0,both,0.0312711731901808,9.0,0.5,688,devil-may-cry-4,0.0
Devilian,2,3.7,1.0,both,0.0104237243967269,3.7,0.5,689,devilian,0.0
DiRT,2,0.0,0.0,left_only,0.0104237243967269,,0.0,690,colin-mcrae-dirt,0.0
DiRT 2,4,22.1,2.0,both,0.0208474487934539,11.05,0.5,Soundrack/Skin/Bonus,0,
DiRT 3,9,68.2,5.0,both,0.0469067597852712,13.64,0.5555555555555556,692,dirt-3,1.0
DiRT 3 Complete Edition,10,4.7,1.0,both,0.0521186219836347,4.7,0.1,693,dirt-3-complete-edition,0.0
DiRT Rally,6,65.7,6.0,both,0.0312711731901808,10.95,1.0,694,dirt-rally,1.0
DiRT Showdown,8,34.5,4.0,both,0.0416948975869078,8.625,0.5,695,dirt-showdown,1.0
DiggerOnline,9,52.2,7.0,both,0.0469067597852712,7.457142857142856,0.7777777777777778,696,digger-online,0.0
Digital Combat Simulator A-10C Warthog,1,0.0,0.0,left_only,0.0052118621983634,,0.0,697,dcs-a-10c-warthog,0.0
Dino D-Day,16,42.3,9.0,both,0.0833897951738156,4.699999999999999,0.5625,698,dino-d-day,1.0
Dinosaur Hunt Africa Contract,1,0.0,0.0,left_only,0.0052118621983634,,0.0,Soundrack/Skin/Bonus,0,
Dirty Bomb,36,144.2,22.0,both,0.1876270391410851,6.554545454545454,0.6111111111111112,700,dirty-bomb,1.0
Disciples II Gallean's Return,2,0.0,0.0,left_only,0.0104237243967269,,0.0,701,disciples-ii-galleans-return,0.0
Disciples II Rise of the Elves,2,0.1,1.0,both,0.0104237243967269,0.1,0.5,702,disciples-ii-rise-of-the-elves,0.0
Disciples III Renaissance,2,380.0,1.0,both,0.0104237243967269,380.0,0.5,703,disciples-iii-renaissance--1,0.0
Disciples III Resurrection,1,0.6,1.0,both,0.0052118621983634,0.6,1.0,704,disciples-iii-resurrection--1,0.0
Dishonored,27,419.2,23.0,both,0.1407202793558138,18.226086956521737,0.8518518518518519,705,dishonored,0.0
Dishonored (RU),5,179.4,4.0,both,0.0260593109918173,44.85,0.8,Soundrack/Skin/Bonus,0,
Disney Infinity 2.0,1,16.4,1.0,both,0.0052118621983634,16.4,1.0,707,disney-infinity-2-dot-0,0.0
DisplayFusion,1,0.2,1.0,both,0.0052118621983634,0.2,1.0,Soundrack/Skin/Bonus,0,
Distance,4,37.1,3.0,both,0.0208474487934539,12.366666666666667,0.75,709,distance,1.0
District 187,2,0.0,0.0,left_only,0.0104237243967269,,0.0,710,district-187,1.0
Divekick,2,9.2,2.0,both,0.0104237243967269,4.6,1.0,711,divekick,1.0
Divine Divinity,4,0.4,1.0,both,0.0208474487934539,0.4,0.25,712,divine-divinity,0.0
Divine Souls,6,20.7,3.0,both,0.0312711731901808,6.9,0.5,713,divine-souls,1.0
Divinity Dragon Commander,6,18.0,4.0,both,0.0312711731901808,4.5,0.6666666666666666,714,divinity-dragon-commander,0.0
Divinity Dragon Commander Beta,3,3.7,1.0,both,0.0156355865950904,3.7,0.3333333333333333,Soundrack/Skin/Bonus,0,
Divinity II - The Dragon Knight Saga,1,8.1,1.0,both,0.0052118621983634,8.1,1.0,716,divinity-ii-the-dragon-knight-saga,0.0
Divinity II Developer's Cut,7,10.0,2.0,both,0.0364830353885443,5.0,0.2857142857142857,717,divinity-ii-developers-cut,0.0
Divinity Original Sin,10,405.1,10.0,both,0.0521186219836347,40.510000000000005,1.0,718,divinity-original-sin,0.0
Divinity Original Sin Enhanced Edition,10,3.5,2.0,both,0.0521186219836347,1.75,0.2,719,divinity-original-sin-enhanced-edition,0.0
Dizzel,8,2.1,2.0,both,0.0416948975869078,1.0499999999999998,0.25,720,dizzel,1.0
DmC Devil May Cry,9,54.9,6.0,both,0.0469067597852712,9.15,0.6666666666666666,721,dmc-devil-may-cry,0.0
DogFighter,2,0.0,0.0,left_only,0.0104237243967269,,0.0,722,dogfighter,0.0
Dogfight 1942,2,0.2,1.0,both,0.0104237243967269,0.2,0.5,723,dogfight-1942,1.0
Dogfight 1942 Fire over Africa,1,0.0,0.0,left_only,0.0052118621983634,,0.0,724,dogfight-1942-fire-over-africa--1,0.0
Dogfight 1942 Russia under Siege,1,0.0,0.0,left_only,0.0052118621983634,,0.0,725,dogfight-1942-russia-under-siege,0.0
Dogs of War Online - Beta,1,0.0,0.0,left_only,0.0052118621983634,,0.0,Soundrack/Skin/Bonus,0,
Dominions 4,1,9.0,1.0,both,0.0052118621983634,9.0,1.0,727,dominions-4-thrones-of-ascension,0.0
Don't Starve,29,919.4,26.0,both,0.1511440037525407,35.36153846153846,0.896551724137931,728,don-t-starve,0.0
Don't Starve Reign of Giants,10,0.0,0.0,left_only,0.0521186219836347,,0.0,729,dont-starve-reign-of-giants,0.0
Don't Starve Shipwrecked,1,0.0,0.0,left_only,0.0052118621983634,,0.0,730,dont-starve-shipwrecked,0.0
Don't Starve Together Beta,35,115.0,16.0,both,0.1824151769427216,7.1875,0.4571428571428571,Soundrack/Skin/Bonus,0,
Doom & Destiny,1,0.0,0.0,left_only,0.0052118621983634,,0.0,732,doom-and-destiny,0.0
Door Kickers,2,1.5,1.0,both,0.0104237243967269,1.5,0.5,733,door-kickers,1.0
Door Kickers Soundtrack,1,0.0,0.0,left_only,0.0052118621983634,,0.0,Soundrack/Skin/Bonus,0,
Doorways Prelude,1,0.0,0.0,left_only,0.0052118621983634,,0.0,735,doorways-prelude,0.0
Dota 2,699,137622.6,699.0,both,3.643091676656069,196.88497854077252,1.0,736,dota-2,1.0
Double Action Boogaloo,9,6.1,7.0,both,0.0469067597852712,0.8714285714285713,0.7777777777777778,737,double-action-boogaloo,1.0
Double Dragon Neon,2,8.0,2.0,both,0.0104237243967269,4.0,1.0,738,double-dragon-neon,0.0
Downwell,1,0.0,0.0,left_only,0.0052118621983634,,0.0,739,downwell,1.0
"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald A Whirlwind Heist",1,0.0,0.0,left_only,0.0052118621983634,,0.0,740,dr-langeskov-the-tiger-and-the-terribly-cursed-emerald-a-whirlwind-heist,0.0
Dracula 2 The Last Sanctuary,1,0.0,0.0,left_only,0.0052118621983634,,0.0,741,dracula-2-the-last-sanctuary,0.0
Dracula's Legacy,1,0.0,0.0,left_only,0.0052118621983634,,0.0,742,draculas-legacy,0.0
Dragomon Hunter,3,8.4,3.0,both,0.0156355865950904,2.8000000000000003,1.0,743,dragomon-hunter,1.0
Dragomon Hunter - Welcome Gift,1,0.0,0.0,left_only,0.0052118621983634,,0.0,Soundrack/Skin/Bonus,0,
Dragon Age Origins,5,11.9,2.0,both,0.0260593109918173,5.95,0.4,745,dragon-age-origins,0.0
Dragon Age Origins - Ultimate Edition,19,1771.3,17.0,both,0.099025381768906,104.19411764705882,0.8947368421052632,746,dragon-age-origins-ultimate-edition,0.0
Dragon Age Origins Character Creator,1,1.0,1.0,both,0.0052118621983634,1.0,1.0,Soundrack/Skin/Bonus,0,
Dragon Nest,7,373.8,4.0,both,0.0364830353885443,93.45,0.5714285714285714,748,dragon-nest,1.0
Dragon Nest Europe,8,45.7,5.0,both,0.0416948975869078,9.14,0.625,749,dragon-nest-europe,0.0
Dragon The Game,1,0.9,1.0,both,0.0052118621983634,0.9,1.0,750,dragon-the-game,0.0
Dragon's Lair,1,0.6,1.0,both,0.0052118621983634,0.6,1.0,751,dragons-lair--1,0.0
Dragon's Prophet,2,4.8,2.0,both,0.0104237243967269,2.4,1.0,752,dragon-s-prophet,1.0
Dragon's Prophet (EU),1,0.0,0.0,left_only,0.0052118621983634,,0.0,753,dragon-s-prophet,1.0
Dragons and Titans,7,5.7,4.0,both,0.0364830353885443,1.425,0.5714285714285714,754,dragons-and-titans,1.0
Drakensang The River of Time,1,0.0,0.0,left_only,0.0052118621983634,,0.0,755,drakensang-the-river-of-time,0.0
Draw a Stickman EPIC,4,0.6,1.0,both,0.0208474487934539,0.6,0.25,756,draw-a-stickman-epic,0.0
Dream Of Mirror Online,3,0.0,0.0,left_only,0.0156355865950904,,0.0,757,dream-of-mirror-online,0.0
Dreamfall Chapters,4,17.6,2.0,both,0.0208474487934539,8.8,0.5,758,dreamfall-chapters,0.0
Dreamfall The Longest Journey,1,0.0,0.0,left_only,0.0052118621983634,,0.0,759,dreamfall-the-longest-journey,0.0
Driver San Francisco,2,0.6,1.0,both,0.0104237243967269,0.6,0.5,760,driver-san-francisco,1.0
Driving School Simulator,1,0.0,0.0,left_only,0.0052118621983634,,0.0,761,driving-school-simulator,0.0
Droid Assault,1,0.2,1.0,both,0.0052118621983634,0.2,1.0,762,droid-assault,1.0
Droplitz,3,1.6,3.0,both,0.0156355865950904,0.5333333333333333,1.0,763,droplitz,0.0
Drunken Robot Pornography,1,0.0,0.0,left_only,0.0052118621983634,,0.0,764,drunken-robot-pornography,1.0
Duke Nukem 3D Megaton Edition,6,6.3,5.0,both,0.0312711731901808,1.26,0.8333333333333334,765,duke-nukem-3d-megaton-edition,1.0
Duke Nukem Forever,11,54.2,8.0,both,0.0573304841819982,6.775,0.7272727272727273,766,duke-nukem-forever--1,1.0
Duke Nukem Manhattan Project,1,0.0,0.0,left_only,0.0052118621983634,,0.0,767,duke-nukem-manhattan-project,1.0
Dungeon Defenders,28,316.0,21.0,both,0.1459321415541773,15.047619047619047,0.75,768,dungeon-defenders,1.0
Dungeon Defenders Eternity,1,0.0,0.0,left_only,0.0052118621983634,,0.0,769,dungeon-defenders-eternity,1.0
Dungeon Defenders II,14,94.4,9.0,both,0.0729660707770886,10.488888888888887,0.6428571428571429,770,dungeon-defenders-ii,0.0
Dungeon Fighter Online,2,0.0,0.0,left_only,0.0104237243967269,,0.0,771,dungeon-fighter-online,1.0
Dungeon Hearts,1,0.2,1.0,both,0.0052118621983634,0.2,1.0,772,dungeon-hearts,0.0
Dungeon Party,4,0.3,1.0,both,0.0208474487934539,0.3,0.25,773,dungeon-party--1,0.0
Dungeon Siege,4,2.3,2.0,both,0.0208474487934539,1.15,0.5,774,dungeon-siege,0.0
Dungeon Siege 2,4,0.3,1.0,both,0.0208474487934539,0.3,0.25,775,dungeon-siege-ii,0.0
Dungeon Siege III,9,47.1,4.0,both,0.0469067597852712,11.775,0.4444444444444444,776,dungeon-siege-iii,0.0
Dungeon of the Endless,3,6.1,2.0,both,0.0156355865950904,3.05,0.6666666666666666,777,dungeon-of-the-endless,0.0
Dungeonland,11,6.0,6.0,both,0.0573304841819982,1.0,0.5454545454545454,778,dungeonland,0.0
Dungeonland - All access pass,3,0.0,0.0,left_only,0.0156355865950904,,0.0,Soundrack/Skin/Bonus,0,
Dungeons & Dragons Chronicles of Mystara,2,0.7,1.0,both,0.0104237243967269,0.7,0.5,780,dungeons-and-dragons-chronicles-of-mystara,1.0
Dungeons & Dragons Online,4,0.0,0.0,left_only,0.0208474487934539,,0.0,781,dungeons-and-dragons-online,1.0
Dungeons of Dredmor,9,35.599999999999994,6.0,both,0.0469067597852712,5.933333333333333,0.6666666666666666,782,dungeons-of-dredmor,0.0
Dust An Elysian Tail,12,106.0,10.0,both,0.0625423463803617,10.6,0.8333333333333334,783,dust-an-elysian-tail,0.0
Dustforce,7,10.2,3.0,both,0.0364830353885443,3.4,0.4285714285714285,784,dustforce,0.0
Dwarfs F2P,7,7.8,3.0,both,0.0364830353885443,2.6,0.4285714285714285,785,dwarfs-f2p,0.0
Dwarfs!?,3,0.0,0.0,left_only,0.0156355865950904,,0.0,786,dwarfs,0.0
Dyad,1,0.0,0.0,left_only,0.0052118621983634,,0.0,787,dyad,1.0
Dying Light,11,193.1,11.0,both,0.0573304841819982,17.554545454545455,1.0,788,dying-light,1.0
Dynamite Jack,1,0.0,0.0,left_only,0.0052118621983634,,0.0,789,dynamite-jack,0.0
Dynasty Warriors 8 - Empires,1,11.0,1.0,both,0.0052118621983634,11.0,1.0,790,dynasty-warriors-8-empires,0.0
Dynomite! Deluxe,1,1.9,1.0,both,0.0052118621983634,1.9,1.0,791,dynomite-deluxe,0.0
Dysfunctional Systems Learning to Manage Chaos,1,2.8,1.0,both,0.0052118621983634,2.8,1.0,792,dysfunctional-systems-learning-to-manage-chaos,0.0
E.Y.E Divine Cybermancy,7,3.9,3.0,both,0.0364830353885443,1.3,0.4285714285714285,793,e-y-e-divine-cybermancy,1.0
EDGE,5,6.2,2.0,both,0.0260593109918173,3.1,0.4,794,edge,0.0
ENSLAVED Odyssey to the West Premium Edition,1,0.0,0.0,left_only,0.0052118621983634,,0.0,795,enslaved-odyssey-to-the-west-premium-edition,0.0
EVE Online,4,261.9,4.0,both,0.0208474487934539,65.475,1.0,796,eve-online,1.0
