Games,Cópias vendidas,Hours Played,Número de jogadores,_merge,Popularidade,Temp Med,Jogadores por cópias
Defense Grid Resurgence Map Pack 3,4,0.0,0.0,left_only,0.0208474487934539,,0.0
Defense Grid Resurgence Map Pack 4,4,0.0,0.0,left_only,0.0208474487934539,,0.0
Defense Grid The Awakening,8,132.3,8.0,both,0.0416948975869078,16.5375,1.0
Defiance,28,69.3,11.0,both,0.1459321415541773,6.3,0.39285714285714285
Defy Gravity,8,5.2,5.0,both,0.0416948975869078,1.04,0.625
Delver,3,1.4,2.0,both,0.015635586595090425,0.7,0.6666666666666666
Demigod,2,0.9,1.0,both,0.01042372439672695,0.9,0.5
Democracy 2,2,0.0,0.0,left_only,0.01042372439672695,,0.0
Democracy 3,4,21.0,3.0,both,0.0208474487934539,7.0,0.75
Democracy 3 Clones and Drones,2,0.0,0.0,left_only,0.01042372439672695,,0.0
Democracy 3 Extremism,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Democracy 3 Extremism Linux,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Democracy 3 Extremism Mac,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Democracy 3 Social Engineering,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Democracy 3 Social Engineering Linux,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Democracy 3 Social Engineering Mac,1,0.0,0.0,left_only,0.005211862198363475,,0.0
"Demolition, Inc.",1,0.0,0.0,left_only,0.005211862198363475,,0.0
Demon Hunter Chronicles from Beyond,1,3.7,1.0,both,0.005211862198363475,3.7,1.0
Deponia,7,24.900000000000002,5.0,both,0.036483035388544326,4.98,0.7142857142857143
Deponia The Complete Journey,2,12.700000000000001,2.0,both,0.01042372439672695,6.3500000000000005,1.0
Depression Quest,1,0.3,1.0,both,0.005211862198363475,0.3,1.0
Depth,4,71.8,3.0,both,0.0208474487934539,23.933333333333334,0.75
Depth - S.T.E.V.E. Pack,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Depth Hunter 2 Deep Dive,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Depths of Peril,1,0.2,1.0,both,0.005211862198363475,0.2,1.0
Descent,1,15.4,1.0,both,0.005211862198363475,15.4,1.0
Desperados - Wanted Dead or Alive,1,11.0,1.0,both,0.005211862198363475,11.0,1.0
Destination Sol,2,0.0,0.0,left_only,0.01042372439672695,,0.0
Destiny Warriors,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Dethroned!,2,0.3,1.0,both,0.01042372439672695,0.3,0.5
Deus Ex Game of the Year Edition,12,34.7,7.0,both,0.0625423463803617,4.957142857142857,0.5833333333333334
Deus Ex Human Revolution,28,603.8,26.0,both,0.1459321415541773,23.22307692307692,0.9285714285714286
Deus Ex Human Revolution - Director's Cut,15,103.7,9.0,both,0.07817793297545213,11.522222222222222,0.6
Deus Ex Human Revolution - The Missing Link,7,6.4,2.0,both,0.036483035388544326,3.2,0.2857142857142857
Deus Ex Invisible War,7,3.0,1.0,both,0.036483035388544326,3.0,0.14285714285714285
Deus Ex Revision,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Deus Ex The Fall,5,1.5,1.0,both,0.026059310991817377,1.5,0.2
Devil May Cry 3 Special Edition,1,10.5,1.0,both,0.005211862198363475,10.5,1.0
Devil May Cry 4,6,27.0,3.0,both,0.03127117319018085,9.0,0.5
Devilian,2,3.7,1.0,both,0.01042372439672695,3.7,0.5
DiRT,2,0.0,0.0,left_only,0.01042372439672695,,0.0
DiRT 2,4,22.1,2.0,both,0.0208474487934539,11.05,0.5
DiRT 3,9,68.2,5.0,both,0.04690675978527128,13.64,0.5555555555555556
DiRT 3 Complete Edition,10,4.7,1.0,both,0.052118621983634754,4.7,0.1
DiRT Rally,6,65.7,6.0,both,0.03127117319018085,10.950000000000001,1.0
DiRT Showdown,8,34.5,4.0,both,0.0416948975869078,8.625,0.5
DiggerOnline,9,52.199999999999996,7.0,both,0.04690675978527128,7.457142857142856,0.7777777777777778
Digital Combat Simulator A-10C Warthog,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Dino D-Day,16,42.3,9.0,both,0.0833897951738156,4.699999999999999,0.5625
Dinosaur Hunt Africa Contract,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Dirty Bomb,36,144.2,22.0,both,0.1876270391410851,6.554545454545454,0.6111111111111112
Disciples II Gallean's Return,2,0.0,0.0,left_only,0.01042372439672695,,0.0
Disciples II Rise of the Elves,2,0.1,1.0,both,0.01042372439672695,0.1,0.5
Disciples III Renaissance,2,380.0,1.0,both,0.01042372439672695,380.0,0.5
Disciples III Resurrection,1,0.6,1.0,both,0.005211862198363475,0.6,1.0
Dishonored,27,419.2,23.0,both,0.14072027935581383,18.226086956521737,0.8518518518518519
Dishonored (RU),5,179.4,4.0,both,0.026059310991817377,44.85,0.8
Disney Infinity 2.0,1,16.4,1.0,both,0.005211862198363475,16.4,1.0
DisplayFusion,1,0.2,1.0,both,0.005211862198363475,0.2,1.0
Distance,4,37.1,3.0,both,0.0208474487934539,12.366666666666667,0.75
District 187,2,0.0,0.0,left_only,0.01042372439672695,,0.0
Divekick,2,9.2,2.0,both,0.01042372439672695,4.6,1.0
Divine Divinity,4,0.4,1.0,both,0.0208474487934539,0.4,0.25
Divine Souls,6,20.7,3.0,both,0.03127117319018085,6.8999999999999995,0.5
Divinity Dragon Commander,6,18.0,4.0,both,0.03127117319018085,4.5,0.6666666666666666
Divinity Dragon Commander Beta,3,3.7,1.0,both,0.015635586595090425,3.7,0.3333333333333333
Divinity II - The Dragon Knight Saga,1,8.1,1.0,both,0.005211862198363475,8.1,1.0
Divinity II Developer's Cut,7,10.0,2.0,both,0.036483035388544326,5.0,0.2857142857142857
Divinity Original Sin,10,405.1,10.0,both,0.052118621983634754,40.510000000000005,1.0
Divinity Original Sin Enhanced Edition,10,3.5,2.0,both,0.052118621983634754,1.75,0.2
Dizzel,8,2.0999999999999996,2.0,both,0.0416948975869078,1.0499999999999998,0.25
DmC Devil May Cry,9,54.9,6.0,both,0.04690675978527128,9.15,0.6666666666666666
DogFighter,2,0.0,0.0,left_only,0.01042372439672695,,0.0
Dogfight 1942,2,0.2,1.0,both,0.01042372439672695,0.2,0.5
Dogfight 1942 Fire over Africa,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Dogfight 1942 Russia under Siege,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Dogs of War Online - Beta,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Dominions 4,1,9.0,1.0,both,0.005211862198363475,9.0,1.0
Don't Starve,29,919.4,26.0,both,0.15114400375254078,35.36153846153846,0.896551724137931
Don't Starve Reign of Giants,10,0.0,0.0,left_only,0.052118621983634754,,0.0
Don't Starve Shipwrecked,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Don't Starve Together Beta,35,115.0,16.0,both,0.18241517694272164,7.1875,0.45714285714285713
Doom & Destiny,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Door Kickers,2,1.5,1.0,both,0.01042372439672695,1.5,0.5
Door Kickers Soundtrack,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Doorways Prelude,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Dota 2,699,137622.6,699.0,both,3.643091676656069,196.88497854077255,1.0
Double Action Boogaloo,9,6.1,7.0,both,0.04690675978527128,0.8714285714285713,0.7777777777777778
Double Dragon Neon,2,8.0,2.0,both,0.01042372439672695,4.0,1.0
Downwell,1,0.0,0.0,left_only,0.005211862198363475,,0.0
"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald A Whirlwind Heist",1,0.0,0.0,left_only,0.005211862198363475,,0.0
Dracula 2 The Last Sanctuary,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Dracula's Legacy,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Dragomon Hunter,3,8.4,3.0,both,0.015635586595090425,2.8000000000000003,1.0
Dragomon Hunter - Welcome Gift,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Dragon Age Origins,5,11.9,2.0,both,0.026059310991817377,5.95,0.4
Dragon Age Origins - Ultimate Edition,19,1771.3,17.0,both,0.09902538176890603,104.19411764705882,0.8947368421052632
Dragon Age Origins Character Creator,1,1.0,1.0,both,0.005211862198363475,1.0,1.0
Dragon Nest,7,373.8,4.0,both,0.036483035388544326,93.45,0.5714285714285714
Dragon Nest Europe,8,45.7,5.0,both,0.0416948975869078,9.14,0.625
Dragon The Game,1,0.9,1.0,both,0.005211862198363475,0.9,1.0
Dragon's Lair,1,0.6,1.0,both,0.005211862198363475,0.6,1.0
Dragon's Prophet,2,4.8,2.0,both,0.01042372439672695,2.4,1.0
Dragon's Prophet (EU),1,0.0,0.0,left_only,0.005211862198363475,,0.0
Dragons and Titans,7,5.7,4.0,both,0.036483035388544326,1.425,0.5714285714285714
Drakensang The River of Time,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Draw a Stickman EPIC,4,0.6,1.0,both,0.0208474487934539,0.6,0.25
Dream Of Mirror Online,3,0.0,0.0,left_only,0.015635586595090425,,0.0
Dreamfall Chapters,4,17.6,2.0,both,0.0208474487934539,8.8,0.5
Dreamfall The Longest Journey,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Driver San Francisco,2,0.6,1.0,both,0.01042372439672695,0.6,0.5
Driving School Simulator,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Droid Assault,1,0.2,1.0,both,0.005211862198363475,0.2,1.0
Droplitz,3,1.6,3.0,both,0.015635586595090425,0.5333333333333333,1.0
Drunken Robot Pornography,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Duke Nukem 3D Megaton Edition,6,6.3,5.0,both,0.03127117319018085,1.26,0.8333333333333334
Duke Nukem Forever,11,54.2,8.0,both,0.05733048418199823,6.775,0.7272727272727273
Duke Nukem Manhattan Project,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Dungeon Defenders,28,316.0,21.0,both,0.1459321415541773,15.047619047619047,0.75
Dungeon Defenders Eternity,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Dungeon Defenders II,14,94.4,9.0,both,0.07296607077708865,10.488888888888889,0.6428571428571429
Dungeon Fighter Online,2,0.0,0.0,left_only,0.01042372439672695,,0.0
Dungeon Hearts,1,0.2,1.0,both,0.005211862198363475,0.2,1.0
Dungeon Party,4,0.3,1.0,both,0.0208474487934539,0.3,0.25
Dungeon Siege,4,2.3,2.0,both,0.0208474487934539,1.15,0.5
Dungeon Siege 2,4,0.3,1.0,both,0.0208474487934539,0.3,0.25
Dungeon Siege III,9,47.1,4.0,both,0.04690675978527128,11.775,0.4444444444444444
Dungeon of the Endless,3,6.1,2.0,both,0.015635586595090425,3.05,0.6666666666666666
Dungeonland,11,6.0,6.0,both,0.05733048418199823,1.0,0.5454545454545454
Dungeonland - All access pass,3,0.0,0.0,left_only,0.015635586595090425,,0.0
Dungeons & Dragons Chronicles of Mystara,2,0.7,1.0,both,0.01042372439672695,0.7,0.5
Dungeons & Dragons Online,4,0.0,0.0,left_only,0.0208474487934539,,0.0
Dungeons of Dredmor,9,35.599999999999994,6.0,both,0.04690675978527128,5.933333333333333,0.6666666666666666
Dust An Elysian Tail,12,106.0,10.0,both,0.0625423463803617,10.6,0.8333333333333334
Dustforce,7,10.2,3.0,both,0.036483035388544326,3.4,0.42857142857142855
Dwarfs F2P,7,7.8,3.0,both,0.036483035388544326,2.6,0.42857142857142855
Dwarfs!?,3,0.0,0.0,left_only,0.015635586595090425,,0.0
Dyad,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Dying Light,11,193.1,11.0,both,0.05733048418199823,17.554545454545455,1.0
Dynamite Jack,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Dynasty Warriors 8 - Empires,1,11.0,1.0,both,0.005211862198363475,11.0,1.0
Dynomite! Deluxe,1,1.9,1.0,both,0.005211862198363475,1.9,1.0
Dysfunctional Systems Learning to Manage Chaos,1,2.8,1.0,both,0.005211862198363475,2.8,1.0
E.Y.E Divine Cybermancy,7,3.9000000000000004,3.0,both,0.036483035388544326,1.3,0.42857142857142855
EDGE,5,6.2,2.0,both,0.026059310991817377,3.1,0.4
ENSLAVED Odyssey to the West Premium Edition,1,0.0,0.0,left_only,0.005211862198363475,,0.0
EVE Online,4,261.9,4.0,both,0.0208474487934539,65.475,1.0
EVGA PrecisionX 16,4,0.4,1.0,both,0.0208474487934539,0.4,0.25
Eador. Masters of the Broken World,3,59.0,2.0,both,0.015635586595090425,29.5,0.6666666666666666
Earth 2150 Lost Souls,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Earth 2150 The Moon Project,3,0.0,0.0,left_only,0.015635586595090425,,0.0
Earth 2160,2,2.1,1.0,both,0.01042372439672695,2.1,0.5
Earth Defense Force Insect Armageddon,1,0.0,0.0,left_only,0.005211862198363475,,0.0
East India Company Gold,6,11.6,1.0,both,0.03127117319018085,11.6,0.16666666666666666
EasyAntiCheat eSports,1,7.8,1.0,both,0.005211862198363475,7.8,1.0
Echo of Soul,2,0.0,0.0,left_only,0.01042372439672695,,0.0
Echo of the Wilds,1,0.2,1.0,both,0.005211862198363475,0.2,1.0
Echoes+,3,3.5,2.0,both,0.015635586595090425,1.75,0.6666666666666666
Eden Star  Destroy - Build - Protect,1,4.1,1.0,both,0.005211862198363475,4.1,1.0
Edge of Space,2,0.4,1.0,both,0.01042372439672695,0.4,0.5
Edna & Harvey Harvey's New Eyes,2,0.0,0.0,left_only,0.01042372439672695,,0.0
Eets,5,7.8,1.0,both,0.026059310991817377,7.8,0.2
Eets Munchies,4,1.5,2.0,both,0.0208474487934539,0.75,0.5
Eldevin,4,3.3,3.0,both,0.0208474487934539,1.0999999999999999,0.75
Eldritch,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Electric Highways,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Electronic Super Joy,2,3.0999999999999996,2.0,both,0.01042372439672695,1.5499999999999998,1.0
Electronic Super Joy Bonus Content,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Electronic Super Joy Groove City,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Element4l,1,0.4,1.0,both,0.005211862198363475,0.4,1.0
Elemental Fallen Enchantress Map Pack,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Elementary My Dear Majesty!,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Elite Dangerous,4,286.4,4.0,both,0.0208474487934539,71.6,1.0
Elite Dangerous Horizons,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Elsword,6,241.0,3.0,both,0.03127117319018085,80.33333333333333,0.5
Emily is Away,4,1.5,2.0,both,0.0208474487934539,0.75,0.5
Empire Total War,42,2561.0,30.0,both,0.21889821233126594,85.36666666666666,0.7142857142857143
Empyrion - Galactic Survival,1,19.1,1.0,both,0.005211862198363475,19.1,1.0
Enclave,11,7.4,5.0,both,0.05733048418199823,1.48,0.45454545454545453
Endless Legend,11,302.9,10.0,both,0.05733048418199823,30.29,0.9090909090909091
Endless Sky,4,2.8,3.0,both,0.0208474487934539,0.9333333333333332,0.75
Endless Space,14,342.6,11.0,both,0.07296607077708865,31.145454545454548,0.7857142857142857
Enemy Mind,4,4.1,1.0,both,0.0208474487934539,4.1,0.25
English Country Tune,4,0.0,0.0,left_only,0.0208474487934539,,0.0
Enigmatis 2 The Mists of Ravenwood,1,5.9,1.0,both,0.005211862198363475,5.9,1.0
Epic Arena,2,4.7,1.0,both,0.01042372439672695,4.7,0.5
Epic Battle Fantasy 4,1,4.0,1.0,both,0.005211862198363475,4.0,1.0
Epic Cards Battle(TCG),3,0.1,1.0,both,0.015635586595090425,0.1,0.3333333333333333
Escape,2,0.1,1.0,both,0.01042372439672695,0.1,0.5
Escape Machines,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Escape Rosecliff Island,2,2.0,1.0,both,0.01042372439672695,2.0,0.5
Eschalon Book 2,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Esenthel Engine,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Estranged Act I,1,2.3,1.0,both,0.005211862198363475,2.3,1.0
Eternal Fate,3,3.5999999999999996,2.0,both,0.015635586595090425,1.7999999999999998,0.6666666666666666
Eternal Senia,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Ethan Meteor Hunter,2,0.1,1.0,both,0.01042372439672695,0.1,0.5
Ether One,1,9.3,1.0,both,0.005211862198363475,9.3,1.0
Ether One Deluxe Edition Upgrade,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Ether One Redux,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Ether Vapor Remaster,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Etherium,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Eufloria,3,13.799999999999999,3.0,both,0.015635586595090425,4.6,1.0
Eufloria HD,4,0.3,1.0,both,0.0208474487934539,0.3,0.25
Eufloria HD Original Soundtrack,3,0.0,0.0,left_only,0.015635586595090425,,0.0
Euro Truck Simulator 2,27,804.7,23.0,both,0.14072027935581383,34.98695652173913,0.8518518518518519
Euro Truck Simulator 2 - Going East!,8,0.0,0.0,left_only,0.0416948975869078,,0.0
Euro Truck Simulator 2 - Ice Cold Paint Jobs Pack,2,0.0,0.0,left_only,0.01042372439672695,,0.0
Eurofighter Typhoon,1,0.3,1.0,both,0.005211862198363475,0.3,1.0
Europa Universalis III,8,12.9,5.0,both,0.0416948975869078,2.58,0.625
Europa Universalis III Divine Wind,2,0.0,0.0,left_only,0.01042372439672695,,0.0
Europa Universalis III Heir to the Throne,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Europa Universalis IV,11,1900.7,11.0,both,0.05733048418199823,172.79090909090908,1.0
Europa Universalis IV American Dream DLC,2,0.0,0.0,left_only,0.01042372439672695,,0.0
Europa Universalis IV Conquest of Paradise,5,0.0,0.0,left_only,0.026059310991817377,,0.0
Europa Universalis IV Conquistadors Unit pack ,3,0.0,0.0,left_only,0.015635586595090425,,0.0
Europa Universalis IV National Monuments II,2,0.0,0.0,left_only,0.01042372439672695,,0.0
Europa Universalis IV Songs of the New World,2,0.0,0.0,left_only,0.01042372439672695,,0.0
Europa Universalis IVNative Americans Unit Pack,2,0.0,0.0,left_only,0.01042372439672695,,0.0
Europa Universalis Rome - Gold Edition,1,5.9,1.0,both,0.005211862198363475,5.9,1.0
Europa Universalis Rome - Vae Victis,1,0.0,0.0,left_only,0.005211862198363475,,0.0
EverQuest Free-to-Play,3,0.6,1.0,both,0.015635586595090425,0.6,0.3333333333333333
EverQuest II,6,0.5,1.0,both,0.03127117319018085,0.5,0.16666666666666666
EverQuest Secrets of Faydwer,1,0.4,1.0,both,0.005211862198363475,0.4,1.0
EverQuest Seeds of Destruction,1,0.3,1.0,both,0.005211862198363475,0.3,1.0
Everlasting Summer,10,14.5,8.0,both,0.052118621983634754,1.8125,0.8
Evil Genius,2,8.1,2.0,both,0.01042372439672695,4.05,1.0
Evochron Mercenary,1,2.2,1.0,both,0.005211862198363475,2.2,1.0
Evoland,9,22.6,7.0,both,0.04690675978527128,3.2285714285714286,0.7777777777777778
Evolution RTS,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Evolve,5,34.4,5.0,both,0.026059310991817377,6.88,1.0
Evolve - Behemoth,2,0.0,0.0,left_only,0.01042372439672695,,0.0
Expeditions Conquistador,1,4.1,1.0,both,0.005211862198363475,4.1,1.0
F.E.A.R.,12,33.5,5.0,both,0.0625423463803617,6.7,0.4166666666666667
F.E.A.R. 2 Project Origin,20,87.2,9.0,both,0.10423724396726951,9.68888888888889,0.45
F.E.A.R. 3,17,52.5,8.0,both,0.08860165737217908,6.5625,0.47058823529411764
F.E.A.R. Extraction Point,12,0.0,0.0,left_only,0.0625423463803617,,0.0
F.E.A.R. Online,7,7.1000000000000005,2.0,both,0.036483035388544326,3.5500000000000003,0.2857142857142857
F.E.A.R. Perseus Mandate,12,0.2,1.0,both,0.0625423463803617,0.2,0.08333333333333333
F1 2010,1,29.0,1.0,both,0.005211862198363475,29.0,1.0
F1 2012,4,94.2,4.0,both,0.0208474487934539,23.55,1.0
F1 2013,1,7.5,1.0,both,0.005211862198363475,7.5,1.0
F1 2014,1,4.7,1.0,both,0.005211862198363475,4.7,1.0
FATE,2,0.0,0.0,left_only,0.01042372439672695,,0.0
FATE The Traitor Soul,1,0.0,0.0,left_only,0.005211862198363475,,0.0
FATE Undiscovered Realms,1,0.0,0.0,left_only,0.005211862198363475,,0.0
FEZ,9,47.1,8.0,both,0.04690675978527128,5.8875,0.8888888888888888
FIFA Manager 10,1,0.0,0.0,left_only,0.005211862198363475,,0.0
FINAL FANTASY III,2,6.5,1.0,both,0.01042372439672695,6.5,0.5
FINAL FANTASY TYPE-0 HD,1,0.7,1.0,both,0.005211862198363475,0.7,1.0
FINAL FANTASY VII,20,232.8,17.0,both,0.10423724396726951,13.694117647058825,0.85
FINAL FANTASY VIII,4,3.7,2.0,both,0.0208474487934539,1.85,0.5
FINAL FANTASY XI,1,0.3,1.0,both,0.005211862198363475,0.3,1.0
FINAL FANTASY XIII,6,142.1,6.0,both,0.03127117319018085,23.683333333333334,1.0
FINAL FANTASY XIII-2,1,0.0,0.0,left_only,0.005211862198363475,,0.0
FINAL FANTASY XIV A Realm Reborn,6,211.3,6.0,both,0.03127117319018085,35.21666666666667,1.0
FINAL FANTASY XIV A Realm Reborn (NA version),1,0.0,0.0,left_only,0.005211862198363475,,0.0
FINAL FANTASY XIV A Realm Reborn (PAL version),1,0.0,0.0,left_only,0.005211862198363475,,0.0
FINAL FANTASY XIV A Realm Reborn CE (NA version),3,0.0,0.0,left_only,0.015635586595090425,,0.0
FINAL FANTASY XIV Heavensward,1,0.0,0.0,left_only,0.005211862198363475,,0.0
FLY'N,1,0.0,0.0,left_only,0.005211862198363475,,0.0
FORCED,6,10.799999999999999,5.0,both,0.03127117319018085,2.1599999999999997,0.8333333333333334
FRACT OSC,1,0.0,0.0,left_only,0.005211862198363475,,0.0
FTL Faster Than Light,21,207.6,16.0,both,0.10944910616563297,12.975,0.7619047619047619
FUEL,2,8.8,1.0,both,0.01042372439672695,8.8,0.5
Fable - The Lost Chapters,7,113.0,5.0,both,0.036483035388544326,22.6,0.7142857142857143
Fable Anniversary,3,1.5,2.0,both,0.015635586595090425,0.75,0.6666666666666666
Fable III,4,179.0,3.0,both,0.0208474487934539,59.666666666666664,0.75
Face It - A game to fight inner demons,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Face of Mankind,3,0.7,1.0,both,0.015635586595090425,0.7,0.3333333333333333
Faerie Solitaire,1,14.7,1.0,both,0.005211862198363475,14.7,1.0
Faery - Legends of Avalon,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Fairy Bloom Freesia,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Fairy Bloom Freesia - Original Soundtrack,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Fairy Tale Mysteries The Puppet Thief Collector's Edition,1,2.2,1.0,both,0.005211862198363475,2.2,1.0
Fall of the New Age Premium Edition,1,4.6,1.0,both,0.005211862198363475,4.6,1.0
Fallen Earth,15,15.799999999999999,4.0,both,0.07817793297545213,3.9499999999999997,0.26666666666666666
Fallen Enchantress,2,117.8,2.0,both,0.01042372439672695,58.9,1.0
Fallen Enchantress Legendary Heroes,6,85.3,4.0,both,0.03127117319018085,21.325,0.6666666666666666
Fallen Enchantress Legendary Heroes - The Dead World,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Fallen Enchantress Legendary Heroes Leader Pack,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Fallen Enchantress Legendary Heroes Loot Pack,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Fallen Enchantress Legendary Heroes Map Pack,2,0.0,0.0,left_only,0.01042372439672695,,0.0
Fallen Enchantress Legendary Heroes Quest Pack,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Fallout,6,12.7,3.0,both,0.03127117319018085,4.233333333333333,0.5
Fallout 2,4,2.8,3.0,both,0.0208474487934539,0.9333333333333332,0.75
Fallout 3,6,9.4,3.0,both,0.03127117319018085,3.1333333333333333,0.5
Fallout 3 - Game of the Year Edition,23,521.8,15.0,both,0.11987283056235994,34.78666666666666,0.6521739130434783
Fallout 4,26,1270.0,26.0,both,0.13550841715745035,48.84615384615385,1.0
Fallout New Vegas,51,2018.4,45.0,both,0.2658049721165372,44.85333333333334,0.8823529411764706
Fallout New Vegas Courier's Stash,32,0.0,0.0,left_only,0.1667795903476312,,0.0
Fallout New Vegas Dead Money,33,0.0,0.0,left_only,0.17199145254599468,,0.0
Fallout New Vegas Honest Hearts,33,0.0,0.0,left_only,0.17199145254599468,,0.0
Fallout Tactics,4,1.0,1.0,both,0.0208474487934539,1.0,0.25
Famaze,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Far Cry,8,29.7,3.0,both,0.0416948975869078,9.9,0.375
Far Cry 2,16,22.8,12.0,both,0.0833897951738156,1.9000000000000001,0.75
Far Cry 2 Fortunes Pack,16,0.0,0.0,left_only,0.0833897951738156,,0.0
Far Cry 3,39,1186.7,36.0,both,0.2032626257361755,32.96388888888889,0.9230769230769231
Far Cry 3 Blood Dragon,16,45.7,12.0,both,0.0833897951738156,3.8083333333333336,0.75
Far Cry 4,8,184.2,7.0,both,0.0416948975869078,26.314285714285713,0.875
FarSky,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Farming Simulator 15,4,202.0,3.0,both,0.0208474487934539,67.33333333333333,0.75
Farming Simulator 2011,2,16.2,2.0,both,0.01042372439672695,8.1,1.0
Farming Simulator 2013,9,334.59999999999997,8.0,both,0.04690675978527128,41.824999999999996,0.8888888888888888
Farming Simulator 2013 - Modding Tutorials,1,0.1,1.0,both,0.005211862198363475,0.1,1.0
Fate of the World,3,7.3,3.0,both,0.015635586595090425,2.433333333333333,1.0
Fearless Fantasy,2,7.7,2.0,both,0.01042372439672695,3.85,1.0
Feeding Frenzy 2 Shipwreck Showdown Deluxe,2,0.4,1.0,both,0.01042372439672695,0.4,0.5
Fester Mudd Curse of the Gold - Episode 1,1,2.3,1.0,both,0.005211862198363475,2.3,1.0
Fieldrunners,2,0.4,1.0,both,0.01042372439672695,0.4,0.5
Fieldrunners 2,2,0.0,0.0,left_only,0.01042372439672695,,0.0
Fiesta Online,3,6.2,1.0,both,0.015635586595090425,6.2,0.3333333333333333
Fiesta Online NA,2,0.0,0.0,left_only,0.01042372439672695,,0.0
Fight The Dragon,2,55.9,2.0,both,0.01042372439672695,27.95,1.0
Final DOOM,2,0.0,0.0,left_only,0.01042372439672695,,0.0
Final Exam,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Final Hours of Titanfall,1,0.1,1.0,both,0.005211862198363475,0.1,1.0
Finding Teddy,3,0.5,1.0,both,0.015635586595090425,0.5,0.3333333333333333
Finding Teddy Soundtrack,3,0.0,0.0,left_only,0.015635586595090425,,0.0
Fingered,1,7.0,1.0,both,0.005211862198363475,7.0,1.0
Finn and Jake's Epic Quest,1,6.0,1.0,both,0.005211862198363475,6.0,1.0
Firefall,26,46.99999999999999,11.0,both,0.13550841715745035,4.2727272727272725,0.4230769230769231
Fishing Planet,13,11.7,9.0,both,0.06775420857872518,1.2999999999999998,0.6923076923076923
Fist Puncher,1,0.3,1.0,both,0.005211862198363475,0.3,1.0
Fist of Jesus,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Fistful of Frags,23,36.1,12.0,both,0.11987283056235994,3.0083333333333333,0.5217391304347826
Five Nights at Freddy's,13,24.1,10.0,both,0.06775420857872518,2.41,0.7692307692307693
Five Nights at Freddy's 2,4,2.2,2.0,both,0.0208474487934539,1.1,0.5
