Games,Cópias vendidas,Hours Played,Número de jogadores,_merge,Popularidade,Temp Med,Jogadores por cópias
Life is Feudal Your Own,1,37.0,1.0,both,0.005211862198363475,37.0,1.0
Lightfish,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Lili Child of Geos,1,0.4,1.0,both,0.005211862198363475,0.4,1.0
Lilly and Sasha Curse of the Immortals,2,0.0,0.0,left_only,0.01042372439672695,,0.0
Lilly and Sasha Guardian Angels,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Lilly and Sasha Nexus of Souls,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Litil Divil,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Little Big Adventure 2,1,0.1,1.0,both,0.005211862198363475,0.1,1.0
Little Inferno,12,35.6,7.0,both,0.0625423463803617,5.085714285714286,0.5833333333333334
Little Racers STREET,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Loadout,45,166.9,21.0,both,0.23453379892635637,7.947619047619048,0.4666666666666667
Loadout Campaign Beta,2,0.0,0.0,left_only,0.01042372439672695,,0.0
London 2012 The Official Video Game of the Olympic Games,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Lone Survivor The Director's Cut,4,0.4,1.0,both,0.0208474487934539,0.4,0.25
Long Live The Queen,4,5.1,2.0,both,0.0208474487934539,2.55,0.5
Loom,2,2.2,1.0,both,0.01042372439672695,2.2,0.5
Lords Of The Fallen,3,31.0,2.0,both,0.015635586595090425,15.5,0.6666666666666666
Lords of the Black Sun,1,1.1,1.0,both,0.005211862198363475,1.1,1.0
Lost Lands A Hidden Object Adventure,1,0.2,1.0,both,0.005211862198363475,0.2,1.0
Lost Planet 2,1,6.9,1.0,both,0.005211862198363475,6.9,1.0
Lost Planet 3,3,61.0,1.0,both,0.015635586595090425,61.0,0.3333333333333333
Lost Planet Extreme Condition,5,32.9,4.0,both,0.026059310991817377,8.225,0.8
Lost Saga North America,3,9.9,2.0,both,0.015635586595090425,4.95,0.6666666666666666
Love,1,0.5,1.0,both,0.005211862198363475,0.5,1.0
Lucid,2,1.5999999999999999,2.0,both,0.01042372439672695,0.7999999999999999,1.0
Lucius,4,11.2,3.0,both,0.0208474487934539,3.733333333333333,0.75
Lugaru HD ,4,0.0,0.0,left_only,0.0208474487934539,,0.0
Lume,1,1.1,1.0,both,0.005211862198363475,1.1,1.0
Luxuria Superbia,1,0.0,0.0,left_only,0.005211862198363475,,0.0
M.U.D. TV,1,16.3,1.0,both,0.005211862198363475,16.3,1.0
MASSIVE CHALICE,2,30.1,2.0,both,0.01042372439672695,15.05,1.0
MEDIEVAL Total War - Gold Edition,2,0.0,0.0,left_only,0.01042372439672695,,0.0
METAL GEAR RISING REVENGEANCE,7,60.7,6.0,both,0.036483035388544326,10.116666666666667,0.8571428571428571
METAL GEAR SOLID V GROUND ZEROES,11,76.5,9.0,both,0.05733048418199823,8.5,0.8181818181818182
METAL GEAR SOLID V THE PHANTOM PAIN,15,820.2,14.0,both,0.07817793297545213,58.58571428571429,0.9333333333333333
METAL SLUG 3,9,38.7,7.0,both,0.04690675978527128,5.528571428571429,0.7777777777777778
METAL SLUG DEFENSE,5,1.6,2.0,both,0.026059310991817377,0.8,0.4
METAL SLUG X,1,7.2,1.0,both,0.005211862198363475,7.2,1.0
MURDERED SOUL SUSPECT,6,7.7,3.0,both,0.03127117319018085,2.566666666666667,0.5
MURI,1,0.3,1.0,both,0.005211862198363475,0.3,1.0
MX vs. ATV Reflex,4,0.0,0.0,left_only,0.0208474487934539,,0.0
Mabinogi,3,0.6,1.0,both,0.015635586595090425,0.6,0.3333333333333333
MacGuffin's Curse,2,13.8,1.0,both,0.01042372439672695,13.8,0.5
Machinarium,10,24.0,7.0,both,0.052118621983634754,3.4285714285714284,0.7
Mad Max,6,126.7,5.0,both,0.03127117319018085,25.34,0.8333333333333334
Mafia,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Mafia II,21,376.8,16.0,both,0.10944910616563297,23.55,0.7619047619047619
Magic 2014 ,10,161.9,10.0,both,0.052118621983634754,16.19,1.0
Magic 2015,3,6.7,3.0,both,0.015635586595090425,2.2333333333333334,1.0
Magic Barrage - Bitferno,4,48.6,3.0,both,0.0208474487934539,16.2,0.75
Magic Duels,14,157.0,8.0,both,0.07296607077708865,19.625,0.5714285714285714
Magic The Gathering  Duels of the Planeswalkers 2012,4,191.6,4.0,both,0.0208474487934539,47.9,1.0
Magic The Gathering  Tactics,2,0.0,0.0,left_only,0.01042372439672695,,0.0
Magic The Gathering - Duels of the Planeswalkers,7,211.0,7.0,both,0.036483035388544326,30.142857142857142,1.0
Magic The Gathering - Duels of the Planeswalkers 2013,4,43.6,4.0,both,0.0208474487934539,10.9,1.0
Magical Battle Festa,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Magicite,4,28.7,4.0,both,0.0208474487934539,7.175,1.0
Magicka,39,229.6,30.0,both,0.2032626257361755,7.653333333333333,0.7692307692307693
Magicka 2,2,2.2,2.0,both,0.01042372439672695,1.1,1.0
Magicka Final Frontier,14,0.0,0.0,left_only,0.07296607077708865,,0.0
Magicka Frozen Lake,14,0.0,0.0,left_only,0.07296607077708865,,0.0
Magicka Holiday Spirit Item Pack ,11,0.0,0.0,left_only,0.05733048418199823,,0.0
Magicka Nippon,14,0.0,0.0,left_only,0.07296607077708865,,0.0
Magicka Party Robes,16,0.0,0.0,left_only,0.0833897951738156,,0.0
Magicka The Watchtower,14,0.0,0.0,left_only,0.07296607077708865,,0.0
Magicka Vietnam,20,0.0,0.0,left_only,0.10423724396726951,,0.0
Magicka Wizard Wars,24,138.79999999999998,17.0,both,0.1250846927607234,8.16470588235294,0.7083333333333334
Magicka Wizard's Survival Kit,16,0.0,0.0,left_only,0.0833897951738156,,0.0
Magrunner Dark Pulse,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Maia,2,18.1,1.0,both,0.01042372439672695,18.1,0.5
Majesty 2,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Majesty 2 Collection,1,2.8,1.0,both,0.005211862198363475,2.8,1.0
Manhole,1,0.0,0.0,left_only,0.005211862198363475,,0.0
MapleStory,9,22.5,5.0,both,0.04690675978527128,4.5,0.5555555555555556
Marble Mayhem Fragile Ball,1,0.0,0.0,left_only,0.005211862198363475,,0.0
March of War,8,14.5,1.0,both,0.0416948975869078,14.5,0.125
March of the Eagles,1,10.9,1.0,both,0.005211862198363475,10.9,1.0
Mare Nostrum,6,0.7,1.0,both,0.03127117319018085,0.7,0.16666666666666666
Marine Sharpshooter II Jungle Warfare,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Mark of the Ninja,16,78.39999999999999,13.0,both,0.0833897951738156,6.03076923076923,0.8125
Mark of the Ninja Special Edition DLC,2,0.0,0.0,left_only,0.01042372439672695,,0.0
Marlow Briggs,1,1.9,1.0,both,0.005211862198363475,1.9,1.0
Mars War Logs,3,20.1,2.0,both,0.015635586595090425,10.05,0.6666666666666666
Marvel Heroes 2015,48,164.5,22.0,both,0.2501693855214468,7.4772727272727275,0.4583333333333333
Marvel Puzzle Quest,2,128.0,1.0,both,0.01042372439672695,128.0,0.5
Mass Effect,18,1333.2,13.0,both,0.09381351957054256,102.55384615384615,0.7222222222222222
Mass Effect 2,17,650.3,11.0,both,0.08860165737217908,59.11818181818182,0.6470588235294118
Master Levels for DOOM II,3,0.0,0.0,left_only,0.015635586595090425,,0.0
Mata Hari,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Max Gentlemen,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Max Payne,6,0.0,0.0,left_only,0.03127117319018085,,0.0
Max Payne 2 The Fall of Max Payne,7,33.3,2.0,both,0.036483035388544326,16.65,0.2857142857142857
Max Payne 3,26,214.5,17.0,both,0.13550841715745035,12.617647058823529,0.6538461538461539
Max Payne 3 Season Pass,6,0.0,0.0,left_only,0.03127117319018085,,0.0
McPixel,4,1.8,2.0,both,0.0208474487934539,0.9,0.5
MechWarrior Online,4,0.8,1.0,both,0.0208474487934539,0.8,0.25
Mechanic Escape,4,1.4,1.0,both,0.0208474487934539,1.4,0.25
Medal of Honor Airborne,1,0.2,1.0,both,0.005211862198363475,0.2,1.0
Medal of Honor Pre-Order,16,0.0,0.0,left_only,0.0833897951738156,,0.0
Medal of Honor(TM) Multiplayer,16,84.2,6.0,both,0.0833897951738156,14.033333333333333,0.375
Medal of Honor(TM) Single Player,16,33.2,6.0,both,0.0833897951738156,5.533333333333334,0.375
Medieval Engineers,4,16.3,4.0,both,0.0208474487934539,4.075,1.0
Medieval II Total War,18,431.1,12.0,both,0.09381351957054256,35.925000000000004,0.6666666666666666
Medieval II Total War Kingdoms,13,98.10000000000001,6.0,both,0.06775420857872518,16.35,0.46153846153846156
Megabyte Punch,2,0.0,0.0,left_only,0.01042372439672695,,0.0
Melissa K. and the Heart of Gold Collector's Edition,1,5.3,1.0,both,0.005211862198363475,5.3,1.0
Meltdown,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Memoir '44 Online,2,0.0,0.0,left_only,0.01042372439672695,,0.0
Memories of a Vagabond,1,1.3,1.0,both,0.005211862198363475,1.3,1.0
Men of War,3,96.0,2.0,both,0.015635586595090425,48.0,0.6666666666666666
Men of War Assault Squad,7,0.3,1.0,both,0.036483035388544326,0.3,0.14285714285714285
Men of War Assault Squad 2,2,11.6,2.0,both,0.01042372439672695,5.8,1.0
Men of War Condemned Heroes,2,7.2,1.0,both,0.01042372439672695,7.2,0.5
Men of War Red Tide,3,0.0,0.0,left_only,0.015635586595090425,,0.0
Men of War Vietnam,2,16.8,1.0,both,0.01042372439672695,16.8,0.5
Mercenary Kings,6,39.2,4.0,both,0.03127117319018085,9.8,0.6666666666666666
Merchants of Kaidan,1,4.9,1.0,both,0.005211862198363475,4.9,1.0
Meridian New World,1,1.2,1.0,both,0.005211862198363475,1.2,1.0
Metal Gear Solid Legacy,4,0.5,1.0,both,0.0208474487934539,0.5,0.25
Metal Reaper Online,4,0.5,2.0,both,0.0208474487934539,0.25,0.5
Metal War Online Retribution,1,0.3,1.0,both,0.005211862198363475,0.3,1.0
Metaverse Construction Kit,1,0.1,1.0,both,0.005211862198363475,0.1,1.0
Metro 2033,45,198.20000000000002,28.0,both,0.23453379892635637,7.078571428571429,0.6222222222222222
Metro 2033 Redux,12,18.0,5.0,both,0.0625423463803617,3.6,0.4166666666666667
Metro Conflict,2,3.2,1.0,both,0.01042372439672695,3.2,0.5
Metro Last Light,13,118.6,11.0,both,0.06775420857872518,10.781818181818181,0.8461538461538461
Metro Last Light Redux,14,21.8,5.0,both,0.07296607077708865,4.36,0.35714285714285715
Miasmata,2,4.1,2.0,both,0.01042372439672695,2.05,1.0
MicroVolts Surge,5,1.2,3.0,both,0.026059310991817377,0.39999999999999997,0.6
Microsoft Flight Simulator X Steam Edition,3,34.3,3.0,both,0.015635586595090425,11.433333333333332,1.0
Middle-earth Shadow of Mordor,21,407.3,19.0,both,0.10944910616563297,21.436842105263157,0.9047619047619048
Midnight Club II,4,0.0,0.0,left_only,0.0208474487934539,,0.0
Might & Magic Clash of Heroes,1,0.1,1.0,both,0.005211862198363475,0.1,1.0
Might & Magic Duel of Champions,3,925.0,2.0,both,0.015635586595090425,462.5,0.6666666666666666
Might & Magic Duel of Champions - Christmas Alternate Art Cards Pack,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Might & Magic Heroes VI,7,1373.5,6.0,both,0.036483035388544326,228.91666666666666,0.8571428571428571
Might & Magic Heroes VII ,1,352.0,1.0,both,0.005211862198363475,352.0,1.0
Might & Magic X - Legacy ,1,4.1,1.0,both,0.005211862198363475,4.1,1.0
Mind Path to Thalamus Enhanced Edition,1,0.4,1.0,both,0.005211862198363475,0.4,1.0
Minecraft Story Mode - A Telltale Games Series,1,4.9,1.0,both,0.005211862198363475,4.9,1.0
Mini Motor Racing EVO,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Mini Ninjas,4,0.3,1.0,both,0.0208474487934539,0.3,0.25
Minimum,2,9.100000000000001,2.0,both,0.01042372439672695,4.550000000000001,1.0
Mirror's Edge,32,97.5,21.0,both,0.1667795903476312,4.642857142857143,0.65625
Miscreated,1,1.1,1.0,both,0.005211862198363475,1.1,1.0
Mishap An Accidental Haunting,1,6.4,1.0,both,0.005211862198363475,6.4,1.0
Missing Translation,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Mission Control NanoMech,1,4.1,1.0,both,0.005211862198363475,4.1,1.0
Mitos.is The Game,12,27.7,11.0,both,0.0625423463803617,2.518181818181818,0.9166666666666666
Mitsurugi Kamui Hikae,1,0.0,0.0,left_only,0.005211862198363475,,0.0
MoW Face Off M,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Modular Combat,4,0.1,1.0,both,0.0208474487934539,0.1,0.25
Monaco,13,29.5,12.0,both,0.06775420857872518,2.4583333333333335,0.9230769230769231
Monday Night Combat,3,18.0,3.0,both,0.015635586595090425,6.0,1.0
Monkey Island 2 Special Edition,4,17.700000000000003,2.0,both,0.0208474487934539,8.850000000000001,0.5
Moon Breakers,2,0.0,0.0,left_only,0.01042372439672695,,0.0
Moonbase Alpha,2,0.6,1.0,both,0.01042372439672695,0.6,0.5
Moonrise,2,2.9,2.0,both,0.01042372439672695,1.45,1.0
Moonrise Base Game + Guildmaster's Pack,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Morphopolis,4,0.0,0.0,left_only,0.0208474487934539,,0.0
Mortal Kombat Kollection,9,2.6999999999999997,3.0,both,0.04690675978527128,0.8999999999999999,0.3333333333333333
Mortal Kombat Komplete Edition,13,74.7,13.0,both,0.06775420857872518,5.746153846153846,1.0
Mortal Kombat Legacy - Ep. 3 Johnny Cage,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Mortal Kombat Legacy - Ep. 4 Kitana & Mileena (Part 1),1,0.0,0.0,left_only,0.005211862198363475,,0.0
Mortal Kombat Legacy - Ep. 5 Kitana & Mileena (Part 2),1,0.0,0.0,left_only,0.005211862198363475,,0.0
Mortal Kombat Legacy - Ep. 6 Raiden,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Mortal Kombat Legacy - Ep. 7 Scorpion and Sub-Zero (Part 1),1,0.0,0.0,left_only,0.005211862198363475,,0.0
Mortal Kombat Legacy - Ep. 8 Scorpion and Sub-Zero (Part 2),1,0.0,0.0,left_only,0.005211862198363475,,0.0
Mortal Kombat Legacy - Ep. 9 Cyrax & Sektor,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Mortal Kombat X,5,138.3,5.0,both,0.026059310991817377,27.660000000000004,1.0
Mortal Online,5,1.1,1.0,both,0.026059310991817377,1.1,0.2
MotoGP14,1,15.4,1.0,both,0.005211862198363475,15.4,1.0
MotoGP14 Laguna Seca Redbull US Grand Prix DLC,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Mount & Blade,4,1.1,1.0,both,0.0208474487934539,1.1,0.25
Mount & Blade Warband,18,3356.3,16.0,both,0.09381351957054256,209.76875,0.8888888888888888
Mount & Blade Warband - Napoleonic Wars,10,0.0,0.0,left_only,0.052118621983634754,,0.0
Mount & Blade Warband - Viking Conquest Reforged Edition,3,0.0,0.0,left_only,0.015635586595090425,,0.0
Mount & Blade With Fire and Sword,8,268.6,5.0,both,0.0416948975869078,53.720000000000006,0.625
Mount Your Friends,3,14.799999999999999,2.0,both,0.015635586595090425,7.3999999999999995,0.6666666666666666
Mountain,3,0.7,2.0,both,0.015635586595090425,0.35,0.6666666666666666
Mountain Crime Requital,1,3.8,1.0,both,0.005211862198363475,3.8,1.0
Multiwinia,7,0.8,1.0,both,0.036483035388544326,0.8,0.14285714285714285
Munin,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Murder Miners,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Mushroom 11,1,0.7,1.0,both,0.005211862198363475,0.7,1.0
Mutant Mudds Deluxe,1,0.0,0.0,left_only,0.005211862198363475,,0.0
My Lands,2,0.0,0.0,left_only,0.01042372439672695,,0.0
Myst Masterpiece Edition,3,1.4,3.0,both,0.015635586595090425,0.4666666666666666,1.0
Myst V,1,0.3,1.0,both,0.005211862198363475,0.3,1.0
Mystery P.I. The Lottery Ticket,1,13.2,1.0,both,0.005211862198363475,13.2,1.0
Mystery P.I. The New York Fortune,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Mystery PI The Vegas Heist,1,18.6,1.0,both,0.005211862198363475,18.6,1.0
Mystery of Neuschwanstein,1,1.2,1.0,both,0.005211862198363475,1.2,1.0
N.P.P.D. RUSH - The milk of Ultra violet,1,0.0,0.0,left_only,0.005211862198363475,,0.0
NARUTO SHIPPUDEN Ultimate Ninja STORM 3 Full Burst,7,153.2,7.0,both,0.036483035388544326,21.885714285714283,1.0
NARUTO SHIPPUDEN Ultimate Ninja STORM Revolution,1,3.8,1.0,both,0.005211862198363475,3.8,1.0
NASCAR '14,1,9.6,1.0,both,0.005211862198363475,9.6,1.0
NASCAR '15 Paint Pack 1,2,0.0,0.0,left_only,0.01042372439672695,,0.0
NBA 2K14,3,366.5,3.0,both,0.015635586595090425,122.16666666666667,1.0
NBA 2K15,2,20.0,1.0,both,0.01042372439672695,20.0,0.5
NBA 2K16,2,16.1,2.0,both,0.01042372439672695,8.05,1.0
NBA 2K9,2,16.8,2.0,both,0.01042372439672695,8.4,1.0
NEO Scavenger,3,9.8,2.0,both,0.015635586595090425,4.9,0.6666666666666666
NEOTOKYO,5,1.4,2.0,both,0.026059310991817377,0.7,0.4
NOBUNAGA'S AMBITION Sphere of Influence,1,14.3,1.0,both,0.005211862198363475,14.3,1.0
NOT A HERO,1,3.0,1.0,both,0.005211862198363475,3.0,1.0
Nail'd,1,0.9,1.0,both,0.005211862198363475,0.9,1.0
NaissanceE,1,2.7,1.0,both,0.005211862198363475,2.7,1.0
Namariel Legends Iron Lord Premium Edition,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Nancy Drew Danger on Deception Island ,1,5.4,1.0,both,0.005211862198363475,5.4,1.0
Nancy Drew Last Train to Blue Moon Canyon,1,4.0,1.0,both,0.005211862198363475,4.0,1.0
Nancy Drew Ransom of the Seven Ships ,1,6.3,1.0,both,0.005211862198363475,6.3,1.0
Nancy Drew Shadow at the Water's Edge,1,12.3,1.0,both,0.005211862198363475,12.3,1.0
Nancy Drew Tomb of the Lost Queen,1,6.0,1.0,both,0.005211862198363475,6.0,1.0
Nancy Drew Warnings at Waverly Academy,1,5.8,1.0,both,0.005211862198363475,5.8,1.0
Napoleon Total War,26,2349.6,21.0,both,0.13550841715745035,111.88571428571429,0.8076923076923077
Narcissu 1st & 2nd,5,0.9,1.0,both,0.026059310991817377,0.9,0.2
Nation Red,3,2.8,2.0,both,0.015635586595090425,1.4,0.6666666666666666
Natural Selection 2,21,80.1,18.0,both,0.10944910616563297,4.449999999999999,0.8571428571428571
Navy Field 2  Conqueror of the Ocean,6,2.1,3.0,both,0.03127117319018085,0.7000000000000001,0.5
Need for Speed Hot Pursuit,11,57.599999999999994,9.0,both,0.05733048418199823,6.3999999999999995,0.8181818181818182
Need for Speed SHIFT,5,25.0,3.0,both,0.026059310991817377,8.333333333333334,0.6
Need for Speed Undercover,3,15.8,1.0,both,0.015635586595090425,15.8,0.3333333333333333
Neighbours from Hell,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Neighbours from Hell 2,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Nether,5,10.4,5.0,both,0.026059310991817377,2.08,1.0
Nether - Believer,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Nether - Chosen,2,0.0,0.0,left_only,0.01042372439672695,,0.0
Nether Arena,3,0.0,0.0,left_only,0.015635586595090425,,0.0
Never Alone (Kisima Ingitchuna),3,3.9000000000000004,2.0,both,0.015635586595090425,1.9500000000000002,0.6666666666666666
Never Alone Original Soundtrack,2,0.0,0.0,left_only,0.01042372439672695,,0.0
Neverending Nightmares,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Neverwinter,38,616.6,22.0,both,0.19805076353781206,28.027272727272727,0.5789473684210527
Neverwinter Nights 2 Platinum,2,307.3,2.0,both,0.01042372439672695,153.65,1.0
New kind of adventure,1,2.5,1.0,both,0.005211862198363475,2.5,1.0
Next Car Game Sneak Peek 2.0,3,1.4,2.0,both,0.015635586595090425,0.7,0.6666666666666666
Next Car Game Wreckfest,3,7.9,3.0,both,0.015635586595090425,2.6333333333333333,1.0
Nexuiz,3,0.9,1.0,both,0.015635586595090425,0.9,0.3333333333333333
Nexuiz Beta,3,0.0,0.0,left_only,0.015635586595090425,,0.0
Nexuiz STUPID Mode,3,0.0,0.0,left_only,0.015635586595090425,,0.0
NiGHTS into Dreams...,4,0.0,0.0,left_only,0.0208474487934539,,0.0
Nidhogg,6,13.6,6.0,both,0.03127117319018085,2.2666666666666666,1.0
Night Mysteries The Amphora Prisoner,1,1.8,1.0,both,0.005211862198363475,1.8,1.0
NightSky,8,1.0,2.0,both,0.0416948975869078,0.5,0.25
Nightmares from the Deep 2 The Siren`s Call,2,12.4,2.0,both,0.01042372439672695,6.2,1.0
Nightmares from the Deep 3 Davy Jones,1,5.9,1.0,both,0.005211862198363475,5.9,1.0
Nightmares from the Deep The Cursed Heart,1,5.3,1.0,both,0.005211862198363475,5.3,1.0
Nihilumbra,1,1.8,1.0,both,0.005211862198363475,1.8,1.0
Nikopol Secrets of the Immortals,4,0.6,1.0,both,0.0208474487934539,0.6,0.25
Nimble Quest,1,0.2,1.0,both,0.005211862198363475,0.2,1.0
Nimbus,1,0.0,0.0,left_only,0.005211862198363475,,0.0
No More Room in Hell,60,187.9,36.0,both,0.3127117319018085,5.219444444444445,0.6
No Time To Explain Remastered,2,0.9,1.0,both,0.01042372439672695,0.9,0.5
No Time to Explain,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Nobunaga's Ambition Souzou with Power Up Kit,2,312.0,2.0,both,0.01042372439672695,156.0,1.0
Noir Syndrome,2,1.9,2.0,both,0.01042372439672695,0.95,1.0
Nom Nom Galaxy,1,8.0,1.0,both,0.005211862198363475,8.0,1.0
Nosferatu The Wrath of Malachi,2,2.3,2.0,both,0.01042372439672695,1.15,1.0
Nosgoth,43,179.4,24.0,both,0.22411007452962944,7.4750000000000005,0.5581395348837209
Not The Robots,1,4.1,1.0,both,0.005211862198363475,4.1,1.0
NotGTAV,1,0.1,1.0,both,0.005211862198363475,0.1,1.0
Nuclear Dawn,2,3.0999999999999996,2.0,both,0.01042372439672695,1.5499999999999998,1.0
Nuclear Throne,1,1.1,1.0,both,0.005211862198363475,1.1,1.0
Numen Contest of Heroes,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Nux,2,6.1,1.0,both,0.01042372439672695,6.1,0.5
ORION Prelude,23,71.2,16.0,both,0.11987283056235994,4.45,0.6956521739130435
Obscure,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Obulis,1,2.9,1.0,both,0.005211862198363475,2.9,1.0
Oceanhorn Monster of Uncharted Seas,1,0.2,1.0,both,0.005211862198363475,0.2,1.0
Octodad Dadliest Catch,7,29.2,6.0,both,0.036483035388544326,4.866666666666666,0.8571428571428571
Oddworld Abe's Exoddus,6,12.6,2.0,both,0.03127117319018085,6.3,0.3333333333333333
Oddworld Abe's Oddysee,10,4.2,4.0,both,0.052118621983634754,1.05,0.4
Oddworld Munch's Oddysee,3,1.2,1.0,both,0.015635586595090425,1.2,0.3333333333333333
Oddworld New 'n' Tasty,1,7.4,1.0,both,0.005211862198363475,7.4,1.0
Oddworld Stranger's Wrath HD,5,11.5,3.0,both,0.026059310991817377,3.8333333333333335,0.6
Of Orcs And Men,4,3.3,2.0,both,0.0208474487934539,1.65,0.5
Offspring Fling!,2,0.0,0.0,left_only,0.01042372439672695,,0.0
Offworld Trading Company,2,26.5,2.0,both,0.01042372439672695,13.25,1.0
Ohm Studio,1,0.1,1.0,both,0.005211862198363475,0.1,1.0
Oil Rush,6,0.6,1.0,both,0.03127117319018085,0.6,0.16666666666666666
OlliOlli,2,0.0,0.0,left_only,0.01042372439672695,,0.0
Omerta - City of Gangsters,4,2.2,2.0,both,0.0208474487934539,1.1,0.5
Omerta - City of Gangsters The Bulgarian Colossus,3,0.0,0.0,left_only,0.015635586595090425,,0.0
Omerta - Damsel in Distress,3,0.0,0.0,left_only,0.015635586595090425,,0.0
Omerta - The Con Artist,3,0.0,0.0,left_only,0.015635586595090425,,0.0
Omerta - The Japanese Incentive,2,0.0,0.0,left_only,0.01042372439672695,,0.0
"On the Rain-Slick Precipice of Darkness, Episode One",3,0.6,1.0,both,0.015635586595090425,0.6,0.3333333333333333
"On the Rain-Slick Precipice of Darkness, Episode Two",3,0.0,0.0,left_only,0.015635586595090425,,0.0
One Finger Death Punch,5,27.8,3.0,both,0.026059310991817377,9.266666666666667,0.6
One Manga Day,1,0.5,1.0,both,0.005211862198363475,0.5,1.0
One Way Heroics,4,2.2,2.0,both,0.0208474487934539,1.1,0.5
Onimusha 3 Demon Siege,1,1.1,1.0,both,0.005211862198363475,1.1,1.0
Only If,10,3.9000000000000004,8.0,both,0.052118621983634754,0.48750000000000004,0.8
Oozi Earth Adventure,1,3.1,1.0,both,0.005211862198363475,3.1,1.0
Operation Flashpoint Dragon Rising,6,18.900000000000002,2.0,both,0.03127117319018085,9.450000000000001,0.3333333333333333
Operation Flashpoint Red River,7,11.2,1.0,both,0.036483035388544326,11.2,0.14285714285714285
Orbital Gear,2,0.0,0.0,left_only,0.01042372439672695,,0.0
Orborun,3,0.0,0.0,left_only,0.015635586595090425,,0.0
Orcs Must Die!,15,94.4,12.0,both,0.07817793297545213,7.866666666666667,0.8
Orcs Must Die! 2,25,169.5,21.0,both,0.13029655495908687,8.071428571428571,0.84
Order of War,1,0.9,1.0,both,0.005211862198363475,0.9,1.0
Organ Trail Director's Cut,3,2.7,1.0,both,0.015635586595090425,2.7,0.3333333333333333
Ori and the Blind Forest,4,45.7,4.0,both,0.0208474487934539,11.425,1.0
Ori and the Blind Forest (Original Soundtrack),1,0.0,0.0,left_only,0.005211862198363475,,0.0
Osmos,7,8.5,5.0,both,0.036483035388544326,1.7,0.7142857142857143
Our Darker Purpose,2,0.0,0.0,left_only,0.01042372439672695,,0.0
Out There  Edition,1,0.5,1.0,both,0.005211862198363475,0.5,1.0
Out There Somewhere,7,1.2,3.0,both,0.036483035388544326,0.39999999999999997,0.42857142857142855
Out of the Park Baseball 14,2,0.0,0.0,left_only,0.01042372439672695,,0.0
Out of the Park Baseball 15,2,0.0,0.0,left_only,0.01042372439672695,,0.0
Outland,3,4.4,2.0,both,0.015635586595090425,2.2,0.6666666666666666
Outlast,9,39.4,8.0,both,0.04690675978527128,4.925,0.8888888888888888
Outlast Whistleblower DLC,1,0.0,0.0,left_only,0.005211862198363475,,0.0
Overcast - Walden and the Werewolf,3,3.8000000000000003,2.0,both,0.015635586595090425,1.9000000000000001,0.6666666666666666
Overgrowth,2,7.3,1.0,both,0.01042372439672695,7.3,0.5
Overlord,7,16.4,1.0,both,0.036483035388544326,16.4,0.14285714285714285
Overlord II,4,31.0,2.0,both,0.0208474487934539,15.5,0.5
Overlord Raising Hell,6,0.0,0.0,left_only,0.03127117319018085,,0.0
Overture,1,0.0,0.0,left_only,0.005211862198363475,,0.0
PAC-MAN Championship Edition DX+,2,0.0,0.0,left_only,0.01042372439672695,,0.0
PARTICLE MACE,2,0.5,1.0,both,0.01042372439672695,0.5,0.5
PAYDAY 2,65,2165.4,55.0,both,0.33877104289362586,39.370909090909095,0.8461538461538461
PAYDAY The Heist,33,183.9,27.0,both,0.17199145254599468,6.811111111111111,0.8181818181818182
PAYDAY The Heist Game Soundtrack,1,0.0,0.0,left_only,0.005211862198363475,,0.0
