id,total_hours_played,size,clustering,games_played
195694153,0.06224972227245718,1,1.0,1
160922242,0.01628904332549668,1,1.0,9
175720527,0.00010334048104993931,1,1.0,1
55143039,0.009894851060531689,1,1.0,5
127977081,0.000684630686955848,1,1.0,1
228908339,0.0714211899656393,1,1.0,7
98625085,0.00028418632288733305,1,1.0,1
226734923,0.0006200428862996359,1,1.0,1
103805799,1.2917560131242414e-05,1,1.0,1
202043465,0.0047665796884284505,1,1.0,1
103171339,0.0005425375255121814,1,1.0,1
227861587,5.167024052496966e-05,1,1.0,1
86779448,0.2381610561397164,1,1.0,4
174103314,0.0003487741235435451,1,1.0,2
103012052,0.00011625804118118173,1,1.0,1
152861732,0.11260237166404011,1,1.0,12
113058136,0.00011625804118118173,1,1.0,1
292936227,0.0010721574908931204,1,1.0,1
128240584,0.0033198129537292996,1,0.9346998004716126,2
258834833,9.04229209186969e-05,1,1.0,1
263516648,0.0013563438137804533,1,1.0,1
200933876,1.2917560131242414e-05,1,1.0,1
55906627,0.06379982948820627,1,1.0,1
295202708,3.8752680393727244e-05,1,1.0,1
115959445,0.003978608520422663,1,1.0,5
225176638,0.0030872968713669376,1,1.0,10
82418411,0.002105562301392513,1,1.0,5
256452263,0.0032164724726793602,1,0.5256226844209677,4
39524248,0.0037331748779290573,1,1.0,4
174585005,0.002906451029529543,1,1.0,4
202160372,0.03189345596403752,1,1.0,2
249570072,0.03432195726871109,1,1.0,10
121255383,0.0017051179373239985,1,1.0,3
154624403,0.001343426253649211,1,1.0,1
216674215,0.003797762678585269,1,1.0,7
119350525,0.0003229390032810603,1,1.0,1
118859786,0.0074921848761205995,1,1.0,2
102949215,0.0024543364249360587,1,1.0,1
131995566,0.0003100214431498179,1,1.0,1
117036229,5.167024052496966e-05,1,1.0,1
216211930,0.11943576097346736,1,1.0,13
155838344,0.00015501072157490895,1,1.0,1
280721592,7.750536078745447e-05,1,1.0,1
296139952,6.458780065621206e-05,1,1.0,1
93578126,0.2129459787635312,1,1.0,2
120141290,5.167024052496966e-05,1,1.0,1
194071007,0.0004779497248559693,1,1.0,2
121727972,0.0003875268039372724,1,1.0,1
301110007,0.0010075696902369083,1,1.0,1
112694811,0.019880125041982076,1,1.0,1
121150146,0.0005942077660371511,1,0.9862068965517241,2
112784971,0.0003487741235435451,1,1.0,2
309404240,0.0023639135040173613,1,1.0,5
170329549,0.0003487741235435452,1,1.0,3
82212295,0.15570826982199606,1,0.6862579199505486,5
144736928,0.01145787583641202,1,1.0,2
141027992,9.04229209186969e-05,1,1.0,1
105736077,0.007246751233626993,1,1.0,8
185914106,0.00737592683493942,1,1.0,14
161140815,0.010411553465781384,1,1.0,5
156742049,0.0015501072157490896,1,1.0,1
158495272,0.182137597850518,1,0.780695638701681,8
73094226,0.0012659208928617566,1,1.0,2
105261470,0.0016792828170615138,1,1.0,1
249607464,0.0011109101712868477,1,0.6862579199505486,3
299950927,0.000529619965380939,1,1.0,1
165565786,0.0019763867000800895,1,1.0,2
119368216,0.0957837083731625,1,1.0,8
85045079,0.0023897486242798463,1,1.0,1
196960100,0.009158550133050872,1,1.0,1
227863185,0.0028160281086108455,1,1.0,2
82695118,0.02211486294468701,1,0.9727916863486065,3
218323237,0.0031518846720231487,1,0.9931271885571844,3
214077903,0.0008783940889244842,1,1.0,1
205546094,0.0009817345699744235,1,1.0,1
243816387,0.001808458418373938,1,0.8408880666049954,3
206904972,0.009300643294494537,1,1.0,2
129520075,0.012620456248223838,1,1.0,6
69946630,0.14614927532487665,1,1.0,6
226033921,0.012129588963236624,1,1.0,4
150882304,0.09849639600072341,1,1.0,10
187131847,0.00028418632288733305,1,1.0,1
176410694,0.0011625804118118171,1,1.0,1
197278511,5.167024052496966e-05,1,1.0,1
197455089,0.0004262794843309996,1,1.0,1
302186258,0.000529619965380939,1,1.0,1
194895541,0.00018084584183739377,1,1.0,2
170625356,0.0009429818895806963,1,1.0,1
167362888,0.017425788617046016,1,1.0,1
225987202,0.0004779497248559693,1,1.0,1
195071563,0.0007879711680057873,1,1.0,1
247160953,0.00023251608236236342,1,1.0,1
144138643,0.0006587955666933631,1,1.0,1
198572546,0.001627612576536544,1,1.0,1
219509107,0.00025835120262484825,1,1.0,1
202906503,0.0013305086935179687,1,1.0,1
251431515,0.00010334048104993931,1,1.0,1
201069271,0.0006071253261683934,1,1.0,1
221430493,0.0006717131268246055,1,1.0,1
227944885,0.007995969721239053,1,1.0,1
144004384,0.0028289456687420884,1,1.0,1
140293612,0.035897899604722665,1,1.0,1
187851224,0.03098922675485055,1,1.0,1
192921532,0.001033404810499393,1,1.0,2
222277839,0.011096184152737233,1,1.0,1
264253640,0.022011522463637072,1,1.0,12
125718844,0.00012917560131242412,1,1.0,1
230599183,0.00028418632288733305,1,1.0,1
163617342,0.22659983982225443,1,0.780695638701681,9
165034415,0.0004521146045934845,1,1.0,1
126640783,0.0012659208928617566,1,1.0,1
157694162,0.0002454336424936058,1,1.0,1
126656629,0.0002971038830185755,1,1.0,1
197821092,0.00018084584183739377,1,1.0,1
294797577,0.0012917560131242413,1,1.0,1
228507886,0.0008267238483995145,1,1.0,1
239397807,3.8752680393727244e-05,1,1.0,1
197509386,0.07103366316170202,1,1.0,1
111479516,0.11172397757511562,1,1.0,1
117217039,0.007737618518614205,1,1.0,1
180331040,0.16223163768827348,1,1.0,1
150103338,0.00023251608236236342,1,1.0,1
250870371,2.5835120262484825e-05,1,1.0,1
175143479,0.00023251608236236342,1,1.0,1
124884511,0.18694293021934022,1,1.0,2
150965343,0.0006717131268246055,1,1.0,1
133262375,0.03744800682047175,1,1.0,1
136554467,0.021171881055106315,1,0.780695638701681,2
136246724,1.2917560131242414e-05,1,1.0,1
57234698,0.0007492184876120601,1,1.0,5
2428602,0.06126798770248276,1,1.0,2
164927653,1.2917560131242414e-05,1,1.0,1
215578265,0.00014209316144366652,1,1.0,1
242349023,0.007220916113364509,1,1.0,1
183005527,0.0008138062882682721,1,1.0,1
171982044,0.0001937634019686362,1,1.0,1
301883131,2.5835120262484825e-05,1,1.0,1
202395275,0.0005425375255121814,1,1.0,1
289893544,0.0006071253261683934,1,1.0,1
223471406,0.00033585656341230275,1,1.0,1
210778610,0.0007233833673495752,1,1.0,1
173857208,6.458780065621206e-05,1,1.0,1
165269326,0.0033456480739917846,1,1.0,1
232064401,0.0005683726457746662,1,1.0,1
141593973,0.054628361795024165,1,1.0,1
174965596,0.0008396414085307569,1,1.0,1
153415214,1.2917560131242414e-05,1,1.0,1
236541446,1.2917560131242414e-05,1,1.0,1
308280913,0.00028418632288733305,1,1.0,1
200759485,0.0006975482470870904,1,1.0,2
219446813,0.027113958715477827,1,1.0,1
260269555,0.00040044436406851483,1,1.0,1
186333740,0.0008396414085307569,1,1.0,1
142004534,0.012129588963236626,1,1.0,1
30280104,0.0008654765287932417,1,1.0,3
227153589,0.00014209316144366652,1,1.0,1
178709401,0.025822202702353584,1,1.0,1
198156213,0.0021830676621799674,1,1.0,1
212284721,0.00010334048104993931,1,1.0,1
201512283,3.8752680393727244e-05,1,1.0,1
131227694,0.023148267755186407,1,1.0,12
241208825,0.04274420647428114,1,1.0,1
249165768,0.0898803833931847,1,1.0,7
145658798,0.0002066809620998786,1,1.0,1
210669058,0.00016792828170615135,1,1.0,1
186996848,0.0003487741235435451,1,1.0,1
287706524,0.0,1,1.0,1
144004666,0.0005812902059059086,1,1.0,1
154210162,0.10074405146355958,1,1.0,1
146463817,0.0015630247758803319,1,1.0,1
303693006,0.0008783940889244842,1,1.0,1
231450817,0.0012659208928617566,1,1.0,1
229467150,0.0030872968713669367,1,1.0,1
288856904,0.00021959852223112103,1,1.0,1
143693450,0.00036169168367478755,1,1.0,1
139955299,0.011742062159299354,1,1.0,1
155182551,0.546141524788798,1,1.0,1
169218314,0.00786679411992663,1,1.0,1
252016836,0.003474823675304209,1,1.0,1
217268143,0.0008396414085307569,1,1.0,1
78332414,0.23993076187769657,1,1.0,27
139352395,0.001692200377192756,1,1.0,1
209729995,0.00014209316144366652,1,1.0,1
212521878,7.750536078745447e-05,1,1.0,1
166705920,0.09002247655462838,1,1.0,1
228302915,0.004288629963572481,1,1.0,4
246056879,0.0004262794843309996,1,1.0,1
154406815,0.0011367452915493324,1,1.0,1
141037251,0.0004133619241997572,1,1.0,1
298979438,0.00941690133567572,1,1.0,1
149318464,0.00851267212648875,1,1.0,1
174813416,0.0,1,1.0,1
298519243,3.8752680393727244e-05,1,1.0,1
157397663,0.00010334048104993931,1,1.0,1
234024191,0.03198387888495621,1,1.0,13
115003799,7.750536078745447e-05,1,1.0,1
112590296,0.0003229390032810603,1,1.0,1
158267574,0.0007363009274808176,1,1.0,1
307239317,7.750536078745447e-05,1,1.0,1
56256991,0.11733019867207484,1,1.0,5
305808638,0.010450306146175113,1,1.0,1
300645203,0.00036169168367478755,1,1.0,1
194791978,0.0010979926111556052,1,1.0,1
202949952,0.002079727181130028,1,1.0,1
72576293,0.004379052884491178,1,1.0,1
179686274,0.0005425375255121814,1,1.0,1
253983004,0.00016792828170615135,1,1.0,1
124451578,0.001343426253649211,1,1.0,1
111316830,0.19271707959800555,1,1.0,17
185283602,9.04229209186969e-05,1,1.0,1
135599605,5.167024052496966e-05,1,1.0,1
147563118,0.11353243599348957,1,1.0,1
138847348,0.00018084584183739377,1,1.0,1
168041218,0.027527320639677583,1,1.0,2
155881626,0.11559924561448835,1,1.0,2
201176964,0.00023251608236236342,1,1.0,1
179481154,0.03102797943524428,1,1.0,4
255957600,0.0015888598961428168,1,1.0,1
182579698,0.0061875113028651155,1,1.0,1
215008934,0.0010075696902369083,1,1.0,1
221952355,0.0030614617511044518,1,1.0,2
208071792,0.0008396414085307569,1,1.0,1
146809006,0.05001679282817062,1,1.0,3
240524467,0.023755393081354798,1,1.0,1
181064527,0.0009817345699744235,1,1.0,1
172348107,0.00023251608236236342,1,1.0,1
215748805,0.006110005942077662,1,1.0,3
165216297,0.0004521146045934845,1,1.0,1
134590374,0.022334461466918133,1,1.0,1
203238341,0.00021959852223112103,1,1.0,1
248518501,0.008641847727801175,1,1.0,1
308692673,0.00036169168367478755,1,1.0,1
186055359,0.00012917560131242412,1,1.0,1
170375966,0.005154106492365722,1,1.0,1
130950166,0.0,1,1.0,1
194545521,0.0037719275583227847,1,1.0,2
252696188,0.0006200428862996359,1,1.0,1
303269114,0.008641847727801175,1,1.0,1
238411403,5.167024052496966e-05,1,1.0,1
223991842,0.00015501072157490895,1,1.0,1
171512034,0.007091740512052085,1,1.0,1
267438860,6.458780065621206e-05,1,1.0,1
110928152,0.0011754979719430596,1,1.0,1
128831281,0.18664582633632165,1,1.0,1
187498422,0.0008654765287932417,1,1.0,1
138929901,0.0002454336424936058,1,1.0,1
170760116,3.8752680393727244e-05,1,1.0,1
187678142,0.23211563799829493,1,1.0,1
175945017,0.0002066809620998786,1,1.0,1
232207754,0.04987469966672695,1,1.0,2
235194002,0.0003229390032810603,1,1.0,1
141677474,0.003991526080553905,1,1.0,1
161816929,0.0004521146045934845,1,1.0,1
304848876,0.005412457694990571,1,1.0,1
169414467,9.04229209186969e-05,1,1.0,1
113045977,0.00012917560131242412,1,1.0,1
197090954,0.008254320923863901,1,1.0,1
126158311,0.00941690133567572,1,1.0,1
157414627,0.001808458418373938,1,1.0,1
282307340,0.003862350479241481,1,1.0,1
264929688,0.0005812902059059086,1,1.0,1
230633575,0.044423489291342655,1,1.0,4
201990605,0.03499367039553569,1,1.0,1
183382406,0.06157800914563258,1,1.0,5
191480137,0.005657891337484177,1,0.9931271885571844,2
227777777,0.008112227762420234,1,1.0,3
145844862,0.0005037848451184541,1,1.0,1
205634951,0.00040044436406851483,1,1.0,1
172318605,0.0005942077660371511,1,1.0,1
180955576,0.00011625804118118173,1,1.0,1
286095646,0.0003229390032810603,1,1.0,1
156312176,0.0002066809620998786,1,1.0,1
167017825,0.10433513318004498,1,1.0,8
213406926,0.00015501072157490895,1,1.0,1
259791209,0.0028289456687420884,1,1.0,1
78799565,0.6700080088872814,1,0.8789518536526708,8
309824202,7.750536078745447e-05,1,1.0,1
138412880,0.0005683726457746662,1,1.0,1
228170321,0.0002971038830185755,1,1.0,1
183300822,3.8752680393727244e-05,1,1.0,1
242896221,0.00037460924380603,1,1.0,1
170473291,0.009675252538300568,1,1.0,1
162999869,0.005024930891053298,1,1.0,1
298913000,0.00011625804118118173,1,1.0,1
170527593,6.458780065621206e-05,1,1.0,1
178893007,0.0019763867000800895,1,1.0,1
135540095,0.0009300643294494538,1,1.0,1
201743677,5.167024052496966e-05,1,1.0,1
123245831,0.0018601286588989076,1,1.0,1
237468202,7.750536078745447e-05,1,1.0,1
259268105,0.04300255767690599,1,1.0,3
273544140,0.00011625804118118173,1,1.0,1
244878837,0.0005037848451184541,1,1.0,1
294281624,0.00037460924380603,1,1.0,1
229095219,0.0002066809620998786,1,1.0,1
266888336,0.0009817345699744235,1,1.0,1
153164320,0.0012400857725992716,1,1.0,1
259330363,3.8752680393727244e-05,1,1.0,1
149122593,0.0005167024052496965,1,1.0,1
286545176,0.011354535355362082,1,1.0,1
255467165,0.010708657348799961,1,1.0,1
143734410,0.0002454336424936058,1,1.0,1
131730206,0.00012917560131242412,1,1.0,1
118894547,0.23145684243160156,1,1.0,3
283975164,0.008641847727801175,1,1.0,1
202340310,0.0005812902059059086,1,1.0,1
144737312,0.05062391815433901,1,1.0,1
171874166,0.00010334048104993931,1,1.0,1
178915960,9.04229209186969e-05,1,1.0,1
140065934,0.04636112331102902,1,1.0,1
192277804,0.0006458780065621207,1,0.8710926780268315,2
214736709,0.0003229390032810603,1,1.0,1
101487265,0.3482186684579018,1,1.0,3
156458299,9.04229209186969e-05,1,1.0,1
139854220,0.028664065931226914,1,1.0,1
163861892,0.052949078977962645,1,1.0,1
187374370,2.5835120262484825e-05,1,1.0,1
180743752,0.0007621360477433024,1,1.0,2
188241866,1.2917560131242414e-05,1,1.0,1
277003854,2.5835120262484825e-05,1,1.0,1
212310741,9.04229209186969e-05,1,1.0,1
299364834,1.2917560131242414e-05,1,1.0,1
192264666,0.05204484976877568,1,1.0,1
178007464,0.0015501072157490896,1,1.0,1
128478373,0.00036169168367478755,1,1.0,1
139396034,0.0013821789340429382,1,1.0,1
300089223,0.008383496525176327,1,1.0,1
136913396,0.022399049267574345,1,1.0,2
141566602,0.004508228485803602,1,1.0,1
291846968,0.0003100214431498179,1,1.0,2
242469861,0.0,1,1.0,1
234559223,9.04229209186969e-05,1,1.0,1
113423671,0.41041672048983396,1,1.0,4
181840406,0.0030872968713669367,1,1.0,1
191507469,0.0002066809620998786,1,1.0,1
138656604,0.226044384736611,1,1.0,1
246303844,0.0006329604464308783,1,1.0,1
203745259,0.008771023329113599,1,1.0,1
163662283,0.002105562301392513,1,1.0,1
144565105,0.0010850750510243627,1,1.0,1
295708462,0.0008267238483995145,1,1.0,1
304497842,0.0001937634019686362,1,1.0,1
168925642,0.00025835120262484825,1,1.0,1
153026960,0.0023509959438861193,1,1.0,1
218680215,0.09816053943731111,1,1.0,7
285380840,0.004249877283178754,1,1.0,1
141693292,0.0003487741235435451,1,1.0,1
161444156,0.3735500038752681,1,1.0,3
148860618,0.0018988813392926348,1,1.0,1
200491490,0.09402692019531352,1,1.0,1
167360036,0.10695739788668718,1,1.0,2
208491021,0.07674322473971118,1,0.780695638701681,4
299776839,0.0011496628516805749,1,1.0,1
299489226,0.00012917560131242412,1,1.0,1
149053502,0.00016792828170615135,1,1.0,1
204495708,0.0014209316144366655,1,1.0,1
180534642,0.00016792828170615135,1,1.0,1
237554603,0.00012917560131242412,1,1.0,1
196862501,0.08511380370475626,1,1.0,1
207270682,0.15783966724365106,1,1.0,1
221083006,0.00015501072157490895,1,1.0,1
206696458,1.2917560131242414e-05,1,1.0,1
169277417,0.03388276022424885,1,1.0,3
309038666,0.00028418632288733305,1,1.0,1
186597710,0.00023251608236236342,1,1.0,1
152082114,0.0003487741235435451,1,1.0,1
164699741,0.0011754979719430596,1,1.0,1
179001580,0.16069444803265562,1,1.0,2
136778642,0.03512284599684812,1,1.0,1
186305384,0.011845402640349292,1,1.0,2
181118785,0.01032113054486269,1,1.0,1
225245513,0.0002712687627560907,1,1.0,1
160550083,5.167024052496966e-05,1,1.0,1
104032602,0.01144495827628078,1,1.0,5
179014686,7.750536078745447e-05,1,1.0,1
186139058,0.0011367452915493324,1,1.0,1
178290786,0.001033404810499393,1,1.0,1
163043651,2.5835120262484825e-05,1,1.0,1
166747492,0.0003229390032810603,1,1.0,1
108183518,0.03241015836928721,1,1.0,1
206210282,0.10711240860826209,1,1.0,3
193442134,0.0024026661844110887,1,1.0,1
286468828,0.0002454336424936058,1,1.0,1
288449536,0.0003875268039372724,1,1.0,1
138483324,0.0030872968713669367,1,1.0,1
139769742,1.2917560131242414e-05,1,1.0,1
260132853,0.00043919704446224205,1,1.0,1
154527422,0.0002066809620998786,1,1.0,1
190961031,6.458780065621206e-05,1,1.0,1
170384573,0.0001937634019686362,1,1.0,1
162179898,7.750536078745447e-05,1,1.0,1
192436140,0.20369700570956162,1,1.0,1
238466173,0.0011754979719430596,1,1.0,1
303300985,0.007220916113364509,1,1.0,1
207406826,0.0005554550856434238,1,1.0,1
260686668,9.04229209186969e-05,1,1.0,1
218952383,0.00025835120262484825,1,1.0,1
115275499,0.0010204872503681507,1,1.0,1
216189719,3.8752680393727244e-05,1,1.0,1
222319850,0.00016792828170615135,1,1.0,1
217368291,0.055661766605523556,1,1.0,1
193494703,0.001718035497455241,1,1.0,1
215508170,0.03228098276797479,1,1.0,1
172437595,9.04229209186969e-05,1,1.0,1
175270022,0.00018084584183739377,1,1.0,1
126074325,0.26156767509752765,1,1.0,1
239235805,0.0002712687627560907,1,1.0,1
189451813,0.05837445423308446,1,1.0,1
236596014,0.002932286149792028,1,0.0,6
200750585,0.18574159712713467,1,1.0,2
242094123,0.0009429818895806963,1,1.0,1
152302676,2.5835120262484825e-05,1,1.0,1
206807160,0.001278838452992999,1,1.0,1
241348923,6.458780065621206e-05,1,1.0,1
228706143,0.0011496628516805749,1,1.0,1
296917506,0.005929160100240268,1,1.0,1
221695617,0.05449918619371174,1,1.0,2
86978692,0.004379052884491178,1,1.0,1
181373107,0.0006329604464308783,1,1.0,1
222035871,0.032668509571912065,1,1.0,1
156859477,0.011225359754049659,1,1.0,1
273817824,0.005761231818534117,1,1.0,2
200560312,0.00012917560131242412,1,1.0,1
200345112,0.00023251608236236342,1,1.0,1
274410276,0.03098922675485055,1,1.0,1
194842424,0.23006174593742737,1,1.0,2
239611310,0.033701914382411456,1,1.0,1
281216836,0.007608442917301781,1,1.0,1
245350724,0.04455266489265508,1,1.0,1
216931933,0.012904642571111171,1,1.0,1
250378500,6.458780065621206e-05,1,1.0,1
199047757,0.0047665796884284505,1,1.0,1
198825628,0.10036944221975355,1,1.0,2
144276946,0.00011625804118118173,1,1.0,1
193471217,0.00036169168367478755,1,1.0,1
163961414,0.0002454336424936058,1,1.0,1
186885794,0.0018213759785051802,1,1.0,1
